Date,WindSpeed,Sunshine,AirPressure,Radiation,RelativeAirHumidity,SystemProduction
2017-01-02 00:00:00,1.2,0.0,1013.6,-7.6,61,0.0
2017-01-02 01:00:00,1.1,0.0,1013.3,-7.3,65,0.0
2017-01-02 02:00:00,1.0,0.0,1013.3,-6.9,66,0.0
2017-01-02 03:00:00,0.7,0.0,1013.4,-6.8,66,0.0
2017-01-02 04:00:00,1.4,0.0,1013.2,-7.4,62,0.0
2017-01-02 05:00:00,0.6,0.0,1013.2,-7.0,65,0.0
2017-01-02 06:00:00,1.5,0.0,1012.8,-6.1,58,0.0
2017-01-02 07:00:00,1.1,0.0,1012.5,-6.1,64,0.0
2017-01-02 08:00:00,0.4,0.0,1012.2,-6.5,67,0.0
2017-01-02 09:00:00,1.3,0.0,1012.2,-5.8,67,0.0
2017-01-02 10:00:00,0.4,7.0,1012.3,6.4,68,0.0
2017-01-02 11:00:00,1.0,9.0,1012.3,40.1,67,248.6667
2017-01-02 12:00:00,1.0,60.0,1012.1,71.3,59,1087.3334
2017-01-02 13:00:00,1.5,60.0,1011.9,97.5,52,723.0
2017-01-02 14:00:00,1.1,60.0,1011.7,80.0,51,131.0
2017-01-02 15:00:00,1.6,60.0,1011.8,37.0,50,51.0
2017-01-02 16:00:00,2.2,17.0,1011.9,0.7,51,0.0
2017-01-02 17:00:00,1.4,0.0,1012.0,-6.1,54,0.0
2017-01-02 18:00:00,0.7,0.0,1012.2,-6.9,66,0.0
2017-01-02 19:00:00,1.5,0.0,1011.6,-6.8,69,0.0
2017-01-02 20:00:00,1.3,0.0,1011.6,-7.0,70,0.0
2017-01-02 21:00:00,1.4,0.0,1011.5,-6.9,74,0.0
2017-01-02 22:00:00,0.6,0.0,1011.2,-6.6,76,0.0
2017-01-02 23:00:00,0.7,0.0,1010.9,-6.1,76,0.0
2017-01-03 00:00:00,1.3,0.0,1009.9,-6.0,76,0.0
2017-01-03 01:00:00,1.9,0.0,1009.1,-6.0,79,0.0
2017-01-03 02:00:00,0.6,0.0,1008.4,-5.6,80,0.0
2017-01-03 03:00:00,0.7,0.0,1007.7,-5.8,81,0.0
2017-01-03 04:00:00,0.8,0.0,1006.9,-6.2,80,0.0
2017-01-03 05:00:00,1.6,0.0,1005.5,-6.9,81,0.0
2017-01-03 06:00:00,0.4,0.0,1004.5,-6.1,84,0.0
2017-01-03 07:00:00,0.1,0.0,1003.1,-6.1,82,0.0
2017-01-03 08:00:00,0.3,0.0,1001.4,-6.4,80,0.0
2017-01-03 09:00:00,0.5,0.0,1000.1,-5.5,81,0.0
2017-01-03 10:00:00,0.7,0.0,998.4,-1.3,82,0.0
2017-01-03 11:00:00,1.5,0.0,996.1,10.2,80,0.0
2017-01-03 12:00:00,0.7,0.0,993.8,39.3,78,592.1666
2017-01-03 13:00:00,1.2,38.0,991.4,59.8,79,638.8333
2017-01-03 14:00:00,0.5,60.0,989.3,85.5,79,253.8334
2017-01-03 15:00:00,1.2,20.0,988.3,29.5,78,33.3334
2017-01-03 16:00:00,0.8,4.0,987.7,-0.6,84,0.0
2017-01-03 17:00:00,1.3,0.0,987.0,-6.4,84,0.0
2017-01-03 18:00:00,0.3,0.0,986.9,-7.2,88,0.0
2017-01-03 19:00:00,4.2,0.0,986.5,-6.2,74,0.0
2017-01-03 20:00:00,0.7,0.0,986.7,-7.1,73,0.0
2017-01-03 21:00:00,1.0,0.0,986.7,-7.5,71,0.0
2017-01-03 22:00:00,1.8,0.0,986.4,-6.7,70,0.0
2017-01-03 23:00:00,2.2,0.0,986.9,-6.3,69,0.0
2017-01-04 00:00:00,3.1,0.0,986.9,-5.5,63,0.0
2017-01-04 01:00:00,2.1,0.0,987.7,-6.4,64,0.0
2017-01-04 02:00:00,4.2,0.0,989.0,-6.7,62,0.0
2017-01-04 03:00:00,4.2,0.0,990.9,-6.4,65,0.0
2017-01-04 04:00:00,5.3,0.0,993.2,-6.0,65,0.0
2017-01-04 05:00:00,4.7,0.0,995.5,-6.2,62,0.0
2017-01-04 06:00:00,2.0,0.0,997.4,-6.3,65,0.0
2017-01-04 07:00:00,5.8,0.0,998.6,-6.0,66,0.0
2017-01-04 08:00:00,4.8,0.0,1000.9,-5.8,64,0.0
2017-01-04 09:00:00,5.5,0.0,1002.2,-5.1,54,0.0
2017-01-04 10:00:00,8.8,0.0,1003.5,0.7,42,0.0
2017-01-04 11:00:00,8.9,29.0,1004.7,37.6,44,0.0
2017-01-04 12:00:00,7.4,42.0,1006.1,75.5,45,128.9166
2017-01-04 13:00:00,7.2,1.0,1007.9,33.7,47,101.5
2017-01-04 14:00:00,7.8,0.0,1009.8,21.8,60,18.0
2017-01-04 15:00:00,7.8,0.0,1011.4,15.7,64,0.0
2017-01-04 16:00:00,6.1,0.0,1013.5,-0.5,60,0.0
2017-01-04 17:00:00,6.4,0.0,1014.9,-5.3,62,0.0
2017-01-04 18:00:00,7.3,0.0,1016.8,-5.6,68,0.0
2017-01-04 19:00:00,5.2,0.0,1018.5,-5.5,81,0.0
2017-01-04 20:00:00,4.7,0.0,1020.4,-5.1,76,0.0
2017-01-04 21:00:00,4.8,0.0,1022.2,-5.0,73,0.0
2017-01-04 22:00:00,4.7,0.0,1023.9,-4.8,72,0.0
2017-01-04 23:00:00,1.9,0.0,1025.5,-5.9,72,0.0
2017-01-05 00:00:00,2.9,0.0,1026.9,-5.9,71,0.0
2017-01-05 01:00:00,2.7,0.0,1028.2,-6.2,71,0.0
2017-01-05 02:00:00,1.0,0.0,1029.2,-6.7,73,0.0
2017-01-05 03:00:00,1.2,0.0,1030.4,-6.6,76,0.0
2017-01-05 04:00:00,2.5,0.0,1031.0,-6.9,74,0.0
2017-01-05 05:00:00,2.2,0.0,1032.4,-6.5,71,0.0
2017-01-05 06:00:00,1.3,0.0,1033.1,-6.2,75,0.0
2017-01-05 07:00:00,0.8,0.0,1034.0,-5.9,80,0.0
2017-01-05 08:00:00,1.5,0.0,1034.7,-6.2,80,0.0
2017-01-05 09:00:00,2.4,0.0,1035.2,-6.7,79,0.0
2017-01-05 10:00:00,2.3,26.0,1036.0,8.6,76,0.0
2017-01-05 11:00:00,2.1,60.0,1036.6,56.1,72,0.0
2017-01-05 12:00:00,0.4,60.0,1036.7,96.8,71,353.1667
2017-01-05 13:00:00,1.2,60.0,1036.9,106.7,66,236.5
2017-01-05 14:00:00,1.3,39.0,1037.4,65.9,70,0.0
2017-01-05 15:00:00,1.6,33.0,1037.9,22.3,76,0.0
2017-01-05 16:00:00,1.6,3.0,1038.0,0.6,74,0.0
2017-01-05 17:00:00,0.6,0.0,1038.1,-6.1,81,0.0
2017-01-05 18:00:00,1.9,0.0,1038.3,-6.6,83,0.0
2017-01-05 19:00:00,0.3,0.0,1038.6,-6.7,82,0.0
2017-01-05 20:00:00,1.8,0.0,1038.5,-6.4,83,0.0
2017-01-05 21:00:00,1.5,0.0,1038.7,-6.4,83,0.0
2017-01-05 22:00:00,2.0,0.0,1038.9,-5.8,83,0.0
2017-01-05 23:00:00,1.4,0.0,1038.5,-5.6,81,0.0
2017-01-06 00:00:00,1.9,0.0,1038.3,-6.5,83,0.0
2017-01-06 01:00:00,2.2,0.0,1037.8,-6.0,85,0.0
2017-01-06 02:00:00,2.2,0.0,1037.3,-5.7,85,0.0
2017-01-06 03:00:00,2.4,0.0,1036.5,-5.8,85,0.0
2017-01-06 04:00:00,1.5,0.0,1036.4,-5.8,85,0.0
2017-01-06 05:00:00,1.8,0.0,1036.0,-5.8,85,0.0
2017-01-06 06:00:00,1.2,0.0,1035.7,-5.9,84,0.0
2017-01-06 07:00:00,1.1,0.0,1035.0,-5.5,84,0.0
2017-01-06 08:00:00,0.5,0.0,1034.5,-5.5,90,0.0
2017-01-06 09:00:00,1.3,0.0,1033.9,-5.2,89,0.0
2017-01-06 10:00:00,0.7,0.0,1033.6,5.0,86,0.0
2017-01-06 11:00:00,1.2,0.0,1032.7,16.1,86,0.0
2017-01-06 12:00:00,1.7,0.0,1031.9,16.2,86,0.0
2017-01-06 13:00:00,2.4,0.0,1030.8,21.0,89,0.0
2017-01-06 14:00:00,2.6,0.0,1030.1,15.1,93,0.0
2017-01-06 15:00:00,5.0,0.0,1028.7,1.9,94,0.0
2017-01-06 16:00:00,3.1,0.0,1028.0,-1.9,93,0.0
2017-01-06 17:00:00,3.9,0.0,1027.0,-4.5,94,0.0
2017-01-06 18:00:00,3.8,0.0,1025.5,-4.5,95,0.0
2017-01-06 19:00:00,3.3,0.0,1024.4,-5.0,97,0.0
2017-01-06 20:00:00,4.4,0.0,1022.6,-5.0,98,0.0
2017-01-06 21:00:00,5.0,0.0,1021.2,-4.4,96,0.0
2017-01-06 22:00:00,4.9,0.0,1020.1,-4.7,93,0.0
2017-01-06 23:00:00,4.4,0.0,1019.5,-4.5,90,0.0
2017-01-07 00:00:00,3.7,0.0,1019.1,-4.4,89,0.0
2017-01-07 01:00:00,3.7,0.0,1018.3,-4.6,90,0.0
2017-01-07 02:00:00,3.6,0.0,1017.4,-4.8,90,0.0
2017-01-07 03:00:00,2.8,0.0,1016.7,-5.1,93,0.0
2017-01-07 04:00:00,0.7,0.0,1016.3,-5.9,94,0.0
2017-01-07 05:00:00,0.5,0.0,1016.5,-7.1,96,0.0
2017-01-07 06:00:00,0.9,0.0,1016.6,-6.6,97,0.0
2017-01-07 07:00:00,2.9,0.0,1017.0,-6.2,97,0.0
2017-01-07 08:00:00,3.7,0.0,1017.9,-6.4,97,0.0
2017-01-07 09:00:00,1.8,0.0,1019.6,-6.3,96,0.0
2017-01-07 10:00:00,1.8,0.0,1020.4,2.9,92,0.0
2017-01-07 11:00:00,2.6,0.0,1021.2,33.4,83,218.5
2017-01-07 12:00:00,1.0,0.0,1022.0,60.0,85,830.1667
2017-01-07 13:00:00,0.4,60.0,1022.5,97.1,82,1095.1666
2017-01-07 14:00:00,1.1,60.0,1022.8,86.6,82,471.5
2017-01-07 15:00:00,1.4,30.0,1023.3,40.6,84,179.3333
2017-01-07 16:00:00,0.6,0.0,1023.8,-0.5,90,0.0
2017-01-07 17:00:00,1.6,0.0,1024.6,-6.9,88,0.0
2017-01-07 18:00:00,1.5,0.0,1025.5,-7.1,92,0.0
2017-01-07 19:00:00,1.1,0.0,1025.7,-6.7,91,0.0
2017-01-07 20:00:00,1.2,0.0,1026.2,-7.2,92,0.0
2017-01-07 21:00:00,1.2,0.0,1026.5,-6.7,91,0.0
2017-01-07 22:00:00,0.6,0.0,1026.8,-4.6,92,0.0
2017-01-07 23:00:00,1.3,0.0,1027.1,-6.4,92,0.0
2017-01-08 00:00:00,1.4,0.0,1026.9,-6.2,90,0.0
2017-01-08 01:00:00,1.6,0.0,1027.0,-7.1,92,0.0
2017-01-08 02:00:00,1.6,0.0,1026.4,-7.1,92,0.0
2017-01-08 03:00:00,0.8,0.0,1026.2,-6.3,94,0.0
2017-01-08 04:00:00,0.9,0.0,1025.7,-5.7,92,0.0
2017-01-08 05:00:00,1.0,0.0,1025.0,-5.0,95,0.0
2017-01-08 06:00:00,0.9,0.0,1024.8,-4.6,96,0.0
2017-01-08 07:00:00,0.5,0.0,1024.3,-5.1,98,0.0
2017-01-08 08:00:00,1.1,0.0,1024.1,-4.6,97,0.0
2017-01-08 09:00:00,0.8,0.0,1023.9,-4.8,98,0.0
2017-01-08 10:00:00,0.8,0.0,1023.4,-1.7,97,0.0
2017-01-08 11:00:00,1.2,0.0,1023.0,7.7,98,141.8333
2017-01-08 12:00:00,0.8,0.0,1023.2,22.7,98,699.8334
2017-01-08 13:00:00,0.5,0.0,1022.7,52.1,98,1384.1667
2017-01-08 14:00:00,0.9,0.0,1021.9,53.4,96,432.0
2017-01-08 15:00:00,0.9,0.0,1021.4,19.2,96,106.4999
2017-01-08 16:00:00,1.1,0.0,1021.5,-1.8,96,0.0
2017-01-08 17:00:00,0.4,0.0,1021.2,-6.4,94,0.0
2017-01-08 18:00:00,1.2,0.0,1020.9,-6.9,94,0.0
2017-01-08 19:00:00,0.7,0.0,1020.7,-6.4,96,0.0
2017-01-08 20:00:00,0.8,0.0,1020.1,-6.4,96,0.0
2017-01-08 21:00:00,0.6,0.0,1019.9,-6.0,97,0.0
2017-01-08 22:00:00,0.1,0.0,1019.9,-6.0,97,0.0
2017-01-08 23:00:00,1.6,0.0,1019.5,-5.4,98,0.0
2017-01-09 00:00:00,1.1,0.0,1019.6,-5.8,97,0.0
2017-01-09 01:00:00,0.7,0.0,1019.5,-6.3,97,0.0
2017-01-09 02:00:00,1.8,0.0,1019.4,-6.4,95,0.0
2017-01-09 03:00:00,2.5,0.0,1018.4,-5.8,94,0.0
2017-01-09 04:00:00,1.6,0.0,1017.6,-5.8,94,0.0
2017-01-09 05:00:00,0.5,0.0,1017.1,-6.7,96,0.0
2017-01-09 06:00:00,0.9,0.0,1016.5,-6.2,96,0.0
2017-01-09 07:00:00,0.4,0.0,1015.6,-5.3,95,0.0
2017-01-09 08:00:00,1.1,0.0,1015.0,-5.8,96,0.0
2017-01-09 09:00:00,0.7,0.0,1014.5,-5.1,98,0.0
2017-01-09 10:00:00,1.5,0.0,1013.8,-0.6,98,0.0
2017-01-09 11:00:00,0.9,0.0,1013.4,8.7,99,79.5
2017-01-09 12:00:00,1.1,0.0,1012.5,16.1,99,163.8333
2017-01-09 13:00:00,0.9,0.0,1011.7,20.9,99,207.5
2017-01-09 14:00:00,0.6,0.0,1010.7,15.7,99,112.5001
2017-01-09 15:00:00,1.2,0.0,1009.8,3.2,99,31.5
2017-01-09 16:00:00,0.6,0.0,1009.5,-3.3,99,0.0
2017-01-09 17:00:00,1.8,0.0,1008.9,-5.0,99,0.0
2017-01-09 18:00:00,0.6,0.0,1007.7,-5.4,99,0.0
2017-01-09 19:00:00,1.3,0.0,1007.2,-5.8,99,0.0
2017-01-09 20:00:00,3.1,0.0,1006.7,-6.2,99,0.0
2017-01-09 21:00:00,4.6,0.0,1006.1,-5.3,100,0.0
2017-01-09 22:00:00,5.3,0.0,1005.9,-4.5,99,0.0
2017-01-09 23:00:00,4.5,0.0,1005.4,-4.7,98,0.0
2017-01-10 00:00:00,4.6,0.0,1005.1,-4.9,97,0.0
2017-01-10 01:00:00,4.2,0.0,1004.6,-5.0,97,0.0
2017-01-10 02:00:00,3.9,0.0,1004.4,-4.7,96,0.0
2017-01-10 03:00:00,4.0,0.0,1004.1,-4.9,95,0.0
2017-01-10 04:00:00,3.7,0.0,1003.8,-4.7,96,0.0
2017-01-10 05:00:00,3.7,0.0,1003.5,-4.8,96,0.0
2017-01-10 06:00:00,4.1,0.0,1003.3,-4.8,96,0.0
2017-01-10 07:00:00,3.8,0.0,1003.3,-4.6,96,0.0
2017-01-10 08:00:00,3.0,0.0,1003.5,-4.8,96,0.0
2017-01-10 09:00:00,2.9,0.0,1003.6,-4.8,96,0.0
2017-01-10 10:00:00,2.7,0.0,1003.3,-1.9,95,0.0
2017-01-10 11:00:00,4.4,0.0,1003.2,23.0,94,660.4999
2017-01-10 12:00:00,4.3,0.0,1002.8,16.1,94,397.1667
2017-01-10 13:00:00,3.8,0.0,1002.1,14.0,95,296.1667
2017-01-10 14:00:00,3.2,0.0,1001.5,6.1,95,162.6667
2017-01-10 15:00:00,3.8,0.0,1001.1,-1.1,95,11.5
2017-01-10 16:00:00,3.2,0.0,1000.7,-3.5,96,0.0
2017-01-10 17:00:00,3.0,0.0,1000.0,-3.7,96,0.0
2017-01-10 18:00:00,3.7,0.0,999.7,-3.9,97,0.0
2017-01-10 19:00:00,3.0,0.0,999.4,-4.8,97,0.0
2017-01-10 20:00:00,3.4,0.0,998.8,-5.2,94,0.0
2017-01-10 21:00:00,4.9,0.0,997.9,-5.1,94,0.0
2017-01-10 22:00:00,6.1,0.0,996.8,-4.7,94,0.0
2017-01-10 23:00:00,6.1,0.0,995.2,-4.4,96,0.0
2017-01-11 00:00:00,6.4,0.0,994.4,-4.1,96,0.0
2017-01-11 01:00:00,5.7,0.0,993.1,-4.6,96,0.0
2017-01-11 02:00:00,5.7,0.0,991.7,-4.6,89,0.0
2017-01-11 03:00:00,6.5,0.0,990.4,-4.7,88,0.0
2017-01-11 04:00:00,4.8,0.0,989.4,-4.8,91,0.0
2017-01-11 05:00:00,5.5,0.0,987.5,-4.4,89,0.0
2017-01-11 06:00:00,7.3,0.0,985.5,-4.3,89,0.0
2017-01-11 07:00:00,6.6,0.0,983.6,-4.5,92,0.0
2017-01-11 08:00:00,7.9,0.0,981.4,-3.7,92,0.0
2017-01-11 09:00:00,8.5,0.0,979.2,-3.7,91,0.0
2017-01-11 10:00:00,4.2,0.0,977.1,-2.3,93,0.0
2017-01-11 11:00:00,3.8,0.0,974.5,3.6,93,0.0
2017-01-11 12:00:00,4.0,0.0,971.5,17.5,92,0.0
2017-01-11 13:00:00,3.2,0.0,969.2,10.1,93,65.5
2017-01-11 14:00:00,3.6,0.0,967.6,8.7,94,178.3334
2017-01-11 15:00:00,3.4,0.0,966.3,1.4,92,0.0
2017-01-11 16:00:00,3.5,0.0,965.9,-3.0,92,0.0
2017-01-11 17:00:00,3.0,0.0,966.2,-5.3,94,0.0
2017-01-11 18:00:00,2.5,0.0,966.9,-6.0,88,0.0
2017-01-11 19:00:00,1.7,0.0,968.0,-6.5,94,0.0
2017-01-11 20:00:00,1.8,0.0,969.0,-6.0,87,0.0
2017-01-11 21:00:00,0.8,0.0,970.3,-6.7,95,0.0
2017-01-11 22:00:00,1.4,0.0,971.4,-6.1,96,0.0
2017-01-11 23:00:00,3.3,0.0,972.3,-5.6,74,0.0
2017-01-12 00:00:00,2.2,0.0,973.7,-5.8,74,0.0
2017-01-12 01:00:00,2.9,0.0,974.5,-6.1,72,0.0
2017-01-12 02:00:00,3.7,0.0,974.7,-6.6,71,0.0
2017-01-12 03:00:00,4.0,0.0,974.7,-6.6,77,0.0
2017-01-12 04:00:00,3.7,0.0,975.2,-6.6,73,0.0
2017-01-12 05:00:00,2.1,0.0,975.0,-6.4,77,0.0
2017-01-12 06:00:00,1.1,0.0,974.6,-6.2,80,0.0
2017-01-12 07:00:00,1.8,0.0,974.3,-6.4,82,0.0
2017-01-12 08:00:00,1.3,0.0,974.9,-6.7,85,0.0
2017-01-12 09:00:00,2.2,0.0,975.5,-6.0,84,0.0
2017-01-12 10:00:00,0.8,0.0,975.9,3.9,89,0.0
2017-01-12 11:00:00,1.2,0.0,976.0,29.4,82,113.0
2017-01-12 12:00:00,1.6,0.0,976.7,51.5,80,368.5
2017-01-12 13:00:00,1.8,0.0,976.5,58.0,79,429.0
2017-01-12 14:00:00,1.8,25.0,976.7,93.8,76,414.3333
2017-01-12 15:00:00,3.3,0.0,976.9,13.0,78,38.8333
2017-01-12 16:00:00,1.8,22.0,977.1,1.7,75,0.0
2017-01-12 17:00:00,1.6,0.0,977.5,-6.2,78,0.0
2017-01-12 18:00:00,1.0,0.0,977.7,-6.4,78,0.0
2017-01-12 19:00:00,1.6,0.0,978.1,-7.2,77,0.0
2017-01-12 20:00:00,2.7,0.0,978.4,-6.0,76,0.0
2017-01-12 21:00:00,1.4,0.0,979.1,-5.7,75,0.0
2017-01-12 22:00:00,3.8,0.0,979.6,-5.8,72,0.0
2017-01-12 23:00:00,3.2,0.0,980.1,-5.7,68,0.0
2017-01-13 00:00:00,2.2,0.0,980.4,-5.6,69,0.0
2017-01-13 01:00:00,0.5,0.0,980.9,-6.3,75,0.0
2017-01-13 02:00:00,0.8,0.0,981.7,-7.3,81,0.0
2017-01-13 03:00:00,2.2,0.0,982.4,-7.5,80,0.0
2017-01-13 04:00:00,0.2,0.0,982.7,-7.0,79,0.0
2017-01-13 05:00:00,1.0,0.0,983.3,-7.8,86,0.0
2017-01-13 06:00:00,1.9,0.0,983.9,-7.7,87,0.0
2017-01-13 07:00:00,1.8,0.0,984.3,-7.3,89,0.0
2017-01-13 08:00:00,0.8,0.0,985.3,-7.6,89,0.0
2017-01-13 09:00:00,1.2,0.0,986.1,-6.2,90,0.0
2017-01-13 10:00:00,1.5,31.0,986.7,11.7,89,0.0
2017-01-13 11:00:00,2.4,60.0,987.0,64.1,83,194.5001
2017-01-13 12:00:00,1.3,60.0,987.3,111.5,78,1342.6666
2017-01-13 13:00:00,1.5,60.0,987.6,124.0,79,1044.1666
2017-01-13 14:00:00,0.2,60.0,988.0,103.6,76,192.3333
2017-01-13 15:00:00,1.3,60.0,988.2,56.2,78,110.9999
2017-01-13 16:00:00,0.6,33.0,988.7,6.7,85,0.0
2017-01-13 17:00:00,1.3,0.0,989.3,-6.7,87,0.0
2017-01-13 18:00:00,1.4,0.0,989.8,-7.0,88,0.0
2017-01-13 19:00:00,2.9,0.0,990.3,-7.3,87,0.0
2017-01-13 20:00:00,2.1,0.0,990.5,-7.1,86,0.0
2017-01-13 21:00:00,0.6,0.0,990.9,-7.3,89,0.0
2017-01-13 22:00:00,0.3,0.0,991.3,-6.5,89,0.0
2017-01-13 23:00:00,0.1,0.0,991.8,-6.4,92,0.0
2017-01-14 00:00:00,0.5,0.0,992.1,-6.9,91,0.0
2017-01-14 01:00:00,0.9,0.0,992.3,-6.9,91,0.0
2017-01-14 02:00:00,1.4,0.0,992.9,-7.0,93,0.0
2017-01-14 03:00:00,1.0,0.0,993.2,-6.9,91,0.0
2017-01-14 04:00:00,0.2,0.0,993.7,-7.1,93,0.0
2017-01-14 05:00:00,0.3,0.0,994.1,-6.7,91,0.0
2017-01-14 06:00:00,0.4,0.0,994.8,-6.3,92,0.0
2017-01-14 07:00:00,0.2,0.0,995.4,-5.6,90,0.0
2017-01-14 08:00:00,0.8,0.0,996.2,-5.7,88,0.0
2017-01-14 09:00:00,1.2,0.0,996.9,-5.4,88,0.0
2017-01-14 10:00:00,1.1,0.0,997.8,14.8,85,128.0
2017-01-14 11:00:00,0.7,0.0,998.6,37.3,80,537.8333
2017-01-14 12:00:00,4.3,0.0,999.2,60.0,66,917.6666
2017-01-14 13:00:00,4.5,0.0,999.8,43.6,64,511.4999
2017-01-14 14:00:00,5.3,0.0,1000.7,37.8,66,258.8333
2017-01-14 15:00:00,5.9,0.0,1001.7,36.4,68,79.6667
2017-01-14 16:00:00,5.0,0.0,1002.9,6.2,66,10.3333
2017-01-14 17:00:00,6.4,0.0,1003.9,-5.4,58,0.0
2017-01-14 18:00:00,3.0,0.0,1004.7,-6.2,62,0.0
2017-01-14 19:00:00,3.8,0.0,1005.5,-6.2,57,0.0
2017-01-14 20:00:00,2.5,0.0,1006.3,-7.1,62,0.0
2017-01-14 21:00:00,3.3,0.0,1007.1,-7.2,60,0.0
2017-01-14 22:00:00,3.0,0.0,1007.8,-7.3,60,0.0
2017-01-14 23:00:00,2.1,0.0,1008.7,-7.0,57,0.0
2017-01-15 00:00:00,4.5,0.0,1009.4,-7.0,62,0.0
2017-01-15 01:00:00,3.0,0.0,1010.1,-6.9,64,0.0
2017-01-15 02:00:00,1.8,0.0,1010.5,-7.2,70,0.0
2017-01-15 03:00:00,0.7,0.0,1011.5,-7.0,73,0.0
2017-01-15 04:00:00,1.3,0.0,1012.1,-6.8,71,0.0
2017-01-15 05:00:00,1.7,0.0,1012.5,-6.9,70,0.0
2017-01-15 06:00:00,1.7,0.0,1013.1,-7.0,68,0.0
2017-01-15 07:00:00,0.7,0.0,1013.9,-7.2,68,0.0
2017-01-15 08:00:00,1.1,0.0,1014.5,-6.9,70,0.0
2017-01-15 09:00:00,1.7,0.0,1015.6,-5.8,71,0.0
2017-01-15 10:00:00,0.9,38.0,1016.4,16.3,70,0.0
2017-01-15 11:00:00,1.2,60.0,1016.8,71.4,67,0.0
2017-01-15 12:00:00,0.8,60.0,1017.1,114.2,56,1212.8333
2017-01-15 13:00:00,0.8,60.0,1017.8,131.0,53,1094.0
2017-01-15 14:00:00,1.1,60.0,1018.3,112.4,56,166.6667
2017-01-15 15:00:00,1.9,60.0,1019.1,66.0,48,115.3334
2017-01-15 16:00:00,2.3,41.0,1019.5,13.1,51,1.0
2017-01-15 17:00:00,0.6,0.0,1020.4,-6.6,60,0.0
2017-01-15 18:00:00,1.0,0.0,1021.3,-7.1,65,0.0
2017-01-15 19:00:00,0.8,0.0,1021.9,-7.1,71,0.0
2017-01-15 20:00:00,1.3,0.0,1022.1,-7.3,73,0.0
2017-01-15 21:00:00,0.8,0.0,1022.8,-7.2,74,0.0
2017-01-15 22:00:00,1.2,0.0,1023.3,-7.0,81,0.0
2017-01-15 23:00:00,1.0,0.0,1023.8,-6.9,81,0.0
2017-01-16 00:00:00,0.6,0.0,1024.5,-6.6,81,0.0
2017-01-16 01:00:00,0.7,0.0,1024.8,-6.6,83,0.0
2017-01-16 02:00:00,0.8,0.0,1024.7,-6.6,81,0.0
2017-01-16 03:00:00,1.2,0.0,1025.6,-6.5,81,0.0
2017-01-16 04:00:00,0.8,0.0,1025.7,-6.2,80,0.0
2017-01-16 05:00:00,0.6,0.0,1025.6,-6.0,81,0.0
2017-01-16 06:00:00,1.0,0.0,1026.0,-6.8,84,0.0
2017-01-16 07:00:00,0.6,0.0,1026.4,-6.5,83,0.0
2017-01-16 08:00:00,0.8,0.0,1027.0,-6.9,80,0.0
2017-01-16 09:00:00,1.9,0.0,1028.0,-5.4,81,0.0
2017-01-16 10:00:00,1.0,19.0,1028.4,12.1,76,0.0
2017-01-16 11:00:00,1.1,47.0,1028.7,70.1,66,0.0
2017-01-16 12:00:00,1.5,60.0,1029.0,118.9,63,1218.5833
2017-01-16 13:00:00,2.0,60.0,1029.1,135.1,57,1198.0
2017-01-16 14:00:00,1.2,60.0,1029.2,115.6,67,182.5001
2017-01-16 15:00:00,0.5,60.0,1029.3,67.6,68,122.5
2017-01-16 16:00:00,0.1,42.0,1029.4,12.8,69,6.1667
2017-01-16 17:00:00,0.9,0.0,1029.7,-6.9,78,0.0
2017-01-16 18:00:00,0.5,0.0,1030.2,-6.8,84,0.0
2017-01-16 19:00:00,1.7,0.0,1030.4,-7.2,84,0.0
2017-01-16 20:00:00,1.0,0.0,1030.7,-7.3,86,0.0
2017-01-16 21:00:00,0.3,0.0,1030.8,-6.3,86,0.0
2017-01-16 22:00:00,0.8,0.0,1031.1,-6.7,87,0.0
2017-01-16 23:00:00,0.7,0.0,1031.2,-6.3,87,0.0
2017-01-17 00:00:00,0.8,0.0,1030.9,-5.9,85,0.0
2017-01-17 01:00:00,1.1,0.0,1030.6,-5.8,84,0.0
2017-01-17 02:00:00,0.9,0.0,1030.3,-6.2,83,0.0
2017-01-17 03:00:00,1.0,0.0,1030.1,-5.9,84,0.0
2017-01-17 04:00:00,0.8,0.0,1029.8,-5.8,82,0.0
2017-01-17 05:00:00,0.7,0.0,1029.6,-5.9,84,0.0
2017-01-17 06:00:00,0.8,0.0,1029.5,-5.6,90,0.0
2017-01-17 07:00:00,0.7,0.0,1029.5,-5.2,89,0.0
2017-01-17 08:00:00,1.2,0.0,1029.5,-5.7,88,0.0
2017-01-17 09:00:00,1.4,0.0,1029.7,-5.0,89,0.0
2017-01-17 10:00:00,0.5,0.0,1030.0,4.2,88,0.0
2017-01-17 11:00:00,0.7,10.0,1029.9,60.0,86,217.5
2017-01-17 12:00:00,1.0,0.0,1029.4,51.9,86,327.5
2017-01-17 13:00:00,0.7,0.0,1029.2,48.3,85,276.8334
2017-01-17 14:00:00,1.5,0.0,1028.8,34.5,91,247.1667
2017-01-17 15:00:00,0.8,0.0,1028.8,8.3,90,32.3334
2017-01-17 16:00:00,1.4,0.0,1028.8,-1.4,90,0.0
2017-01-17 17:00:00,0.4,0.0,1028.7,-6.5,90,0.0
2017-01-17 18:00:00,0.5,0.0,1028.6,-6.8,91,0.0
2017-01-17 19:00:00,0.9,0.0,1028.6,-6.8,91,0.0
2017-01-17 20:00:00,1.9,0.0,1028.7,-7.2,92,0.0
