timestep,demand_kw,effective_demand_kw,battery_soc,battery_charged_kw,curtailed_energy_kw,import_price_eur_kwh,solar_declared_kw,solar_price_eur_kwh,solar_allocated_kw,solar_delivered_kw,solar_shortfall_kw,solar_cost_eur,wind_declared_kw,wind_price_eur_kwh,wind_allocated_kw,wind_delivered_kw,wind_shortfall_kw,wind_cost_eur,grid_purchased_kw,grid_cost_eur,total_cost_eur,renewable_coverage_pct,strategy_as,strategy_ae
243,36.7143,36.7143,0.05,0.0,0.0,0.12361,0.0936,0.117429,0.0,0.0,0.0,0.0,49.4239,0.105068,36.7143,36.7143,0.0,3.857498,0.0,0.0,3.857498,100.0,honest,honest
244,37.0917,37.0917,0.05,0.0,0.0,0.12027,0.0,0.096216,0.0,0.0,0.0,0.0,53.4065,0.10223,37.0917,37.0917,0.0,3.791884,0.0,0.0,3.791884,100.0,honest,honest
245,56.1351,56.1351,0.05,0.0,0.0,0.12461,0.0,0.105918,0.0,0.0,0.0,0.0,49.0071,0.105918,49.0071,49.0071,0.0,5.190734,7.128,0.888225,6.078959,87.3,honest,honest
246,96.0445,96.0445,0.05,0.0,0.0,0.13489,0.0,0.114657,0.0,0.0,0.0,0.0,43.0416,0.114657,43.0416,43.0416,0.0,4.935021,53.0029,7.149558,12.084579,44.81,honest,honest
247,112.084,112.084,0.05,0.0,0.0,0.11511,0.0,0.097843,0.0,0.0,0.0,0.0,13.7816,0.097843,13.7816,13.7816,0.0,1.348433,98.3024,11.315589,12.664022,12.3,honest,honest
248,104.1546,104.1546,0.05,0.0,0.0,0.12711,5.3395,0.108044,5.3395,5.3395,0.0,0.576901,17.5951,0.108044,17.5951,17.5951,0.0,1.901045,81.22,10.323877,12.801823,22.02,honest,honest
249,85.442,85.442,0.05,0.0,0.0,0.14085,0.1636,0.119722,0.1636,0.1636,0.0,0.019587,21.98,0.119722,21.98,21.98,0.0,2.63149,63.2984,8.915574,11.56665,25.92,honest,honest
250,104.1707,104.1707,0.05,0.0,0.0,0.14512,8.0761,0.123352,8.0761,8.0761,0.0,0.996203,17.9362,0.123352,17.9362,17.9362,0.0,2.212466,78.1584,11.342341,14.55101,24.97,honest,honest
251,106.0987,106.0987,0.05,0.0,0.0,0.12011,147.6045,0.102093,106.0987,106.0987,0.0,10.831935,33.8803,0.102093,0.0,0.0,0.0,0.0,0.0,4e-06,10.831939,100.0,honest,honest
252,104.3086,104.3086,0.05,0.0,0.0,0.10908,485.0179,0.092718,104.3086,104.3086,0.0,9.671285,34.2401,0.092718,0.0,0.0,0.0,0.0,0.0,5e-06,9.67129,100.0,honest,honest
253,85.507,85.507,0.05,0.0,0.0,0.09895,606.3308,0.07916,85.507,85.507,0.0,6.768734,10.6715,0.094002,0.0,0.0,0.0,0.0,0.0,3e-06,6.768738,100.0,honest,honest
254,85.5222,85.5222,0.05,0.0,0.0,0.09229,502.0041,0.073832,85.5222,85.5222,0.0,6.314275,15.7494,0.087675,0.0,0.0,0.0,0.0,0.0,0.0,6.314275,100.0,honest,honest
255,85.5104,85.5103,0.05,0.0,0.0,0.08732,53.8207,0.069856,53.8207,41.4005,12.4202,2.892073,10.2852,0.082954,10.2852,10.2852,0.0,0.853198,33.8246,2.953567,6.698839,60.44,honest,honest
256,106.7455,106.7455,0.05,0.0,0.0,0.11332,15.2119,0.096322,15.2119,15.2119,0.0,1.465241,18.7768,0.096322,18.7768,18.7768,0.0,1.808619,72.7568,8.244799,11.518659,31.84,honest,honest
257,114.6904,114.6904,0.05,0.0,0.0,0.15149,0.1938,0.128767,0.1938,0.1938,0.0,0.024955,22.1134,0.128767,22.1134,22.1134,0.0,2.847476,92.3832,13.995125,16.867556,19.45,honest,honest
258,114.682,114.682,0.05,0.0,0.0,0.15121,0.1729,0.128529,0.1729,0.1729,0.0,0.022223,26.7226,0.128529,26.7226,26.7226,0.0,3.434629,87.7865,13.274197,16.731049,23.45,honest,honest
259,96.2667,96.2667,0.05,0.0,0.0,0.15648,0.1326,0.133008,0.1326,0.1326,0.0,0.017637,46.8502,0.133008,46.8502,46.8502,0.0,6.231451,49.2839,7.711942,13.96103,48.8,honest,honest
260,96.2143,96.2143,0.05,0.0,0.0,0.15229,2.591,0.129446,2.591,2.591,0.0,0.335395,38.7455,0.129446,38.7455,38.7455,0.0,5.01545,54.8778,8.357335,13.70818,42.96,honest,honest
261,96.0308,96.0308,0.05,0.0,0.0,0.15047,0.3714,0.127899,0.3714,0.3714,0.0,0.047502,63.4861,0.127899,63.4861,63.4861,0.0,8.119809,32.1733,4.841123,13.008433,66.5,honest,honest
262,95.7496,95.7496,0.05,0.0,0.0,0.14916,0.3077,0.126786,0.3077,0.3077,0.0,0.039012,43.2811,0.126786,43.2811,43.2811,0.0,5.487438,52.1608,7.780301,13.306751,45.52,honest,honest
263,97.7633,97.7633,0.05,0.0,0.0,0.14409,0.1811,0.122476,0.1811,0.1811,0.0,0.02218,60.4206,0.122476,60.4206,60.4206,0.0,7.400073,37.1616,5.354622,12.776876,61.99,honest,honest
264,55.8561,55.8561,0.05,0.0,0.0,0.16131,0.0,0.137113,0.0,0.0,0.0,0.0,50.3898,0.137113,50.3898,50.3898,0.0,6.909097,5.4663,0.881767,7.790863,90.21,honest,honest
265,36.6258,36.6258,0.05,0.0,0.0,0.15092,0.7604,0.128282,0.7604,0.7604,0.0,0.097546,60.7693,0.128282,35.8654,35.8654,0.0,4.600885,0.0,0.0,4.698431,100.0,honest,honest
266,36.6821,36.6821,0.05,0.0,0.0,0.14526,0.0,0.123471,0.0,0.0,0.0,0.0,63.1955,0.123471,36.6821,36.6821,0.0,4.529176,0.0,0.0,4.529176,100.0,honest,honest
267,36.7112,36.7112,0.05,0.0,0.0,0.1419,0.0,0.134805,0.0,0.0,0.0,0.0,55.7372,0.120615,36.7112,36.7112,0.0,4.427921,0.0,2e-06,4.427923,100.0,honest,honest
268,37.0855,37.0855,0.05,0.0,0.0,0.14232,2.7404,0.113856,2.7404,2.108,0.6324,0.240008,48.0257,0.120972,34.3451,34.3451,0.0,4.154795,0.6324,0.089999,4.484803,98.29,honest,honest
269,56.1332,56.1332,0.05,0.0,0.0,0.14183,0.0,0.120556,0.0,0.0,0.0,0.0,49.6703,0.120556,49.6703,49.6703,0.0,5.988053,6.4629,0.916635,6.904688,88.49,honest,honest
270,96.0309,96.0309,0.05,0.0,0.0,0.14087,0.7261,0.119739,0.7261,0.7261,0.0,0.086942,42.4284,0.119739,42.4284,42.4284,0.0,5.080334,52.8764,7.448693,12.61597,44.94,honest,honest
271,112.0603,112.0603,0.05,0.0,0.0,0.13122,0.0,0.111537,0.0,0.0,0.0,0.0,35.2311,0.111537,35.2311,35.2311,0.0,3.929571,76.8292,10.081524,14.011095,31.44,honest,honest
272,104.132,104.132,0.05,0.0,0.0,0.13351,0.0752,0.113483,0.0752,0.0752,0.0,0.008534,30.6602,0.113483,30.6602,30.6602,0.0,3.479411,73.3966,9.799177,13.287122,29.52,honest,honest
273,85.4186,85.4186,0.05,0.0,0.0,0.14491,0.0,0.123174,0.0,0.0,0.0,0.0,30.3093,0.123174,30.3093,30.3093,0.0,3.733318,55.1093,7.985894,11.719212,35.48,honest,honest
274,104.1525,104.1525,0.05,0.0,0.0,0.07799,18.3207,0.062392,18.3207,14.0928,4.2279,0.879278,15.68,0.074091,15.68,15.68,0.0,1.161747,74.3797,5.800875,7.841899,28.59,honest,honest
275,106.0872,106.0872,0.05,0.0,0.0,0.04044,288.1455,0.032352,106.0872,106.0872,0.0,3.432133,10.2491,0.038418,0.0,0.0,0.0,0.0,0.0,0.0,3.432133,100.0,honest,honest
276,104.2897,104.2897,0.05,0.0,0.0,0.02927,1603.2166,0.023416,104.2897,104.2897,0.0,2.442048,7.5278,0.027806,0.0,0.0,0.0,0.0,0.0,0.0,2.442048,100.0,honest,honest
277,85.4822,85.4822,0.05,0.0,0.0,0.0293,1381.3766,0.02344,85.4822,85.4822,0.0,2.003703,6.2805,0.027835,0.0,0.0,0.0,0.0,0.0,0.0,2.003703,100.0,honest,honest
278,85.4785,85.4785,0.05,0.0,0.0,0.02892,519.2756,0.023136,85.4785,85.4785,0.0,1.977631,11.7317,0.027474,0.0,0.0,0.0,0.0,0.0,0.0,1.977631,100.0,honest,honest
279,85.4438,85.4438,0.05,0.0,0.0,0.02875,343.8837,0.023,85.4438,85.4438,0.0,1.965207,15.2486,0.027312,0.0,0.0,0.0,0.0,0.0,0.0,1.965207,100.0,honest,honest
280,106.6717,106.6717,0.05,0.0,0.0,0.04201,51.7575,0.033608,51.7575,39.8135,11.944,1.338052,11.5386,0.039909,11.5386,11.5386,0.0,0.460494,55.3196,2.323978,4.122524,48.14,honest,honest
281,114.6219,114.6219,0.05,0.0,0.0,0.13948,0.0,0.118558,0.0,0.0,0.0,0.0,8.884,0.118558,8.884,8.884,0.0,1.053269,105.7379,14.748319,15.801588,7.75,honest,honest
282,114.6462,114.6462,0.05,0.0,0.0,0.16533,0.0,0.140531,0.0,0.0,0.0,0.0,8.5376,0.140531,8.5376,8.5376,0.0,1.199797,106.1086,17.542934,18.742731,7.45,honest,honest
283,96.2482,96.2482,0.05,0.0,0.0,0.17293,3.481,0.14699,3.481,3.481,0.0,0.511672,13.5111,0.14699,13.5111,13.5111,0.0,1.985997,79.2561,13.70576,16.203429,17.65,honest,honest
284,96.2014,96.2014,0.05,0.0,0.0,0.16945,4.1328,0.144032,4.1328,4.1328,0.0,0.595255,10.953,0.144032,10.953,10.953,0.0,1.577582,81.1156,13.745041,15.917879,15.68,honest,honest
285,96.0258,96.0258,0.05,0.0,0.0,0.17424,0.7095,0.148104,0.7095,0.7095,0.0,0.10508,6.5093,0.148104,6.5093,6.5093,0.0,0.964053,88.807,15.473728,16.542861,7.52,honest,honest
286,95.7525,95.7525,0.05,0.0,0.0,0.16729,0.0756,0.142197,0.0756,0.0756,0.0,0.01075,7.9972,0.142197,7.9972,7.9972,0.0,1.137178,87.6797,14.667941,15.815869,8.43,honest,honest
287,97.7738,97.7738,0.05,0.0,0.0,0.16775,0.2144,0.142588,0.2144,0.2144,0.0,0.030571,10.6815,0.142588,10.6815,10.6815,0.0,1.523054,86.8779,14.573768,16.127392,11.14,honest,honest
288,55.8711,55.8711,0.05,0.0,0.0,0.14564,0.0,0.123794,0.0,0.0,0.0,0.0,13.9057,0.123794,13.9057,13.9057,0.0,1.721442,41.9654,6.111834,7.833276,24.89,honest,honest
289,36.64,36.64,0.05,0.0,0.0,0.1377,0.0,0.11016,0.0,0.0,0.0,0.0,10.9466,0.117045,10.9466,10.9466,0.0,1.281245,25.6934,3.537985,4.81923,29.88,honest,honest
290,36.7011,36.7011,0.05,0.0,0.0,0.13897,0.1729,0.118125,0.1729,0.1729,0.0,0.020424,15.9402,0.118125,15.9402,15.9402,0.0,1.882936,20.588,2.861112,4.764472,43.9,honest,honest
291,36.7272,36.7272,0.05,0.0,0.0,0.13635,0.0,0.115898,0.0,0.0,0.0,0.0,17.0006,0.115898,17.0006,17.0006,0.0,1.970336,19.7266,2.689726,4.660062,46.29,honest,honest
292,38.3799,38.3799,0.05,0.0,0.0,0.13615,0.0,0.129342,0.0,0.0,0.0,0.0,11.7446,0.115727,11.7446,11.7446,0.0,1.359167,26.6353,3.626402,4.985569,30.6,honest,honest
293,57.4193,57.4193,0.05,0.0,0.0,0.14262,0.0,0.121227,0.0,0.0,0.0,0.0,7.0841,0.121227,7.0841,7.0841,0.0,0.858784,50.3352,7.178801,8.037585,12.34,honest,honest
294,96.6008,96.6008,0.05,0.0,0.0,0.16041,0.6876,0.136348,0.6876,0.6876,0.0,0.093753,7.9936,0.136348,7.9936,7.9936,0.0,1.089911,87.9196,14.103186,15.28685,8.99,honest,honest
295,112.0528,112.0528,0.05,0.0,0.0,0.16949,0.0,0.144066,0.0,0.0,0.0,0.0,6.7491,0.144066,6.7491,6.7491,0.0,0.972316,105.3037,17.84792,18.820236,6.02,honest,honest
296,104.1231,104.1231,0.05,0.0,0.0,0.23908,1.6514,0.203218,1.6514,1.6514,0.0,0.335594,5.1121,0.203218,5.1121,5.1121,0.0,1.038871,97.3596,23.276734,24.651199,6.5,honest,honest
297,85.4032,85.4032,0.05,0.0,0.0,0.19737,0.4369,0.167764,0.4369,0.4369,0.0,0.073296,6.4549,0.167764,6.4549,6.4549,0.0,1.0829,78.5114,15.495787,16.651983,8.07,honest,honest
298,104.1277,104.1277,0.05,0.0,0.0,0.24248,91.6741,0.206108,91.6741,91.6741,0.0,18.894765,5.334,0.206108,5.334,5.334,0.0,1.09938,7.1196,1.72635,21.720496,93.16,honest,honest
299,106.0594,106.0594,0.05,0.0,0.0,0.22555,351.2915,0.191717,106.0594,106.0594,0.0,20.33339,5.8252,0.191717,0.0,0.0,0.0,0.0,0.0,0.0,20.33339,100.0,honest,honest
300,104.258,104.2579,0.05,0.0,0.0,0.2189,697.2504,0.186065,104.2579,104.2579,0.0,19.398746,4.1595,0.186065,0.0,0.0,0.0,0.0,0.0,7e-06,19.398753,100.0,honest,honest
301,85.4437,85.4437,0.05,0.0,0.0,0.21153,432.3324,0.179801,85.4437,85.4437,0.0,15.362863,7.7736,0.179801,0.0,0.0,0.0,0.0,0.0,4e-06,15.362867,100.0,honest,honest
302,85.4431,85.4431,0.05,0.0,0.0,0.15176,243.3888,0.128996,85.4431,85.4431,0.0,11.021818,10.1835,0.128996,0.0,0.0,0.0,0.0,0.0,2e-06,11.02182,100.0,honest,honest
303,85.4129,85.4129,0.05,0.0,0.0,0.15936,111.1786,0.135456,85.4129,85.4129,0.0,11.56969,15.056,0.135456,0.0,0.0,0.0,0.0,0.0,0.0,11.56969,100.0,honest,honest
304,106.6271,106.627,0.05,0.0,0.0,0.17653,57.5234,0.150051,57.5234,57.5234,0.0,8.631444,23.8091,0.150051,23.8091,23.8091,0.0,3.572579,25.2945,4.465246,16.669269,76.28,honest,honest
305,114.5913,114.5913,0.05,0.0,0.0,0.19528,30.0198,0.165988,30.0198,30.0198,0.0,4.982927,26.3621,0.165988,26.3621,26.3621,0.0,4.375792,58.2094,11.367125,20.725844,49.2,honest,honest
306,114.6102,114.6102,0.05,0.0,0.0,0.27533,20.7881,0.234031,20.7881,20.7881,0.0,4.86506,25.1641,0.234031,25.1641,25.1641,0.0,5.889179,68.658,18.90361,29.65785,40.09,honest,honest
307,95.8545,95.8545,0.05,0.0,0.0,0.27688,20.8836,0.235348,20.8836,20.8836,0.0,4.914913,25.567,0.235348,25.567,25.567,0.0,6.017142,49.4039,13.678962,24.611018,48.46,honest,honest
308,95.8296,95.8296,0.05,0.0,0.0,0.26529,10.55,0.225497,10.55,10.55,0.0,2.378993,26.354,0.225497,26.354,26.354,0.0,5.942748,58.9256,15.632367,23.954108,38.51,honest,honest
309,95.7332,95.7332,0.05,0.0,0.0,0.26242,3.0891,0.223057,3.0891,3.0891,0.0,0.689045,26.153,0.223057,26.153,26.153,0.0,5.83361,66.4911,17.448605,23.97126,30.55,honest,honest
310,95.7201,95.7201,0.05,0.0,0.0,0.18878,1.4703,0.160463,1.4703,1.4703,0.0,0.235929,27.0127,0.160463,27.0127,27.0127,0.0,4.334539,67.2371,12.693023,17.26349,29.76,honest,honest
311,97.7451,97.7451,0.05,0.0,0.0,0.17332,14.0615,0.147322,14.0615,14.0615,0.0,2.071568,37.8404,0.147322,37.8404,37.8404,0.0,5.574723,45.8432,7.94555,15.591842,53.1,honest,honest
312,55.8498,55.8498,0.05,0.0,0.0,0.14681,3.41,0.124788,3.41,3.41,0.0,0.425527,39.914,0.124788,39.914,39.914,0.0,4.980788,12.5258,1.838918,7.245234,77.57,honest,honest
313,36.6021,36.6021,0.05,0.0,0.0,0.14296,0.0,0.114368,0.0,0.0,0.0,0.0,23.4216,0.121516,23.4216,23.4216,0.0,2.846099,13.1805,1.884282,4.730381,63.99,honest,honest
314,36.6588,36.6588,0.05,0.0,0.0,0.14149,0.0,0.120266,0.0,0.0,0.0,0.0,20.705,0.120266,20.705,20.705,0.0,2.490108,15.9538,2.257302,4.74741,56.48,honest,honest
315,36.6993,36.6993,0.05,0.0,0.0,0.13621,1.7912,0.1294,1.7912,1.7912,0.0,0.231781,23.3816,0.115778,23.3816,23.3816,0.0,2.707075,11.5265,1.570027,4.508883,68.59,honest,honest
316,37.0877,37.0877,0.05,0.0,0.0,0.13639,0.0,0.129571,0.0,0.0,0.0,0.0,17.2437,0.115932,17.2437,17.2437,0.0,1.999097,19.844,2.706525,4.705622,46.49,honest,honest
317,56.1708,56.1708,0.05,0.0,0.0,0.1369,0.0,0.116365,0.0,0.0,0.0,0.0,12.1769,0.116365,12.1769,12.1769,0.0,1.416965,43.9939,6.022764,7.439728,21.68,honest,honest
318,96.1063,96.1063,0.05,0.0,0.0,0.16282,0.1125,0.138397,0.1125,0.1125,0.0,0.01557,10.3417,0.138397,10.3417,10.3417,0.0,1.43126,85.6521,13.945877,15.392707,10.88,honest,honest
319,112.1015,112.1015,0.05,0.0,0.0,0.17986,0.0,0.152881,0.0,0.0,0.0,0.0,10.7658,0.152881,10.7658,10.7658,0.0,1.645886,101.3357,18.226235,19.872121,9.6,honest,honest
320,104.1439,104.1439,0.05,0.0,0.0,0.23976,5.3563,0.203796,5.3563,5.3563,0.0,1.091593,10.6821,0.203796,10.6821,10.6821,0.0,2.176969,88.1055,21.124178,24.392739,15.4,honest,honest
321,85.4268,85.4268,0.05,0.0,0.0,0.19901,20.5486,0.169158,20.5486,20.5486,0.0,3.47596,13.2712,0.169158,13.2712,13.2712,0.0,2.24493,51.607,10.270309,15.991198,39.59,honest,honest
322,104.1523,104.1523,0.05,0.0,0.0,0.24109,24.1243,0.204926,24.1243,24.1243,0.0,4.943696,5.785,0.204926,5.785,5.785,0.0,1.185497,74.243,17.899233,24.028427,28.72,honest,honest
323,106.0693,106.0693,0.05,0.0,0.0,0.21904,105.0982,0.186184,105.0982,105.0982,0.0,19.567603,6.0362,0.186184,0.9711,0.9711,0.0,0.180803,0.0,3e-06,19.74841,100.0,honest,honest
324,104.2729,104.2729,0.05,0.0,0.0,0.21632,1088.6799,0.183872,104.2729,104.2729,0.0,19.172867,3.1333,0.183872,0.0,0.0,0.0,0.0,0.0,4e-06,19.17287,100.0,honest,honest
325,85.4548,85.4548,0.05,0.0,0.0,0.21338,1050.647,0.181373,85.4548,85.4548,0.0,15.499193,3.0165,0.181373,0.0,0.0,0.0,0.0,0.0,0.0,15.499193,100.0,honest,honest
326,85.4521,85.4521,0.05,0.0,0.0,0.15136,346.772,0.128656,85.4521,85.4521,0.0,10.993925,3.7232,0.128656,0.0,0.0,0.0,0.0,0.0,0.0,10.993925,100.0,honest,honest
327,85.423,85.423,0.05,0.0,0.0,0.15293,281.732,0.129991,85.423,85.423,0.0,11.104221,9.161,0.129991,0.0,0.0,0.0,0.0,0.0,1e-06,11.104223,100.0,honest,honest
328,106.6393,106.6393,0.05,0.0,0.0,0.17411,70.0109,0.147993,70.0109,70.0109,0.0,10.361123,5.6596,0.147993,5.6596,5.6596,0.0,0.837581,30.9688,5.391986,16.59069,70.96,honest,honest
329,114.5939,114.5939,0.05,0.0,0.0,0.20714,28.8243,0.176069,28.8243,28.8243,0.0,5.075066,5.508,0.176069,5.508,5.508,0.0,0.969788,80.2616,16.625393,22.670247,29.96,honest,honest
330,114.6083,114.6083,0.05,0.0,0.0,0.3079,19.1806,0.261715,19.1806,19.1806,0.0,5.019851,24.0616,0.261715,24.0616,24.0616,0.0,6.297282,71.3661,21.973632,33.290764,37.73,honest,honest
331,96.2152,96.2152,0.05,0.0,0.0,0.30913,2.0855,0.262761,2.0855,2.0855,0.0,0.547988,15.1807,0.262761,15.1807,15.1807,0.0,3.988896,78.949,24.405512,28.942396,17.95,honest,honest
332,96.1634,96.1634,0.05,0.0,0.0,0.28107,2.9596,0.238909,2.9596,2.9596,0.0,0.707075,18.9671,0.238909,18.9671,18.9671,0.0,4.531411,74.2367,20.865707,26.104193,22.8,honest,honest
333,95.9874,95.9874,0.05,0.0,0.0,0.26568,1.323,0.225828,1.323,1.323,0.0,0.29877,22.279,0.225828,22.279,22.279,0.0,5.031222,72.3854,19.231354,24.561347,24.59,honest,honest
334,95.7144,95.7144,0.05,0.0,0.0,0.19698,0.2663,0.167433,0.2663,0.2663,0.0,0.044587,32.1639,0.167433,32.1639,32.1639,0.0,5.385298,63.2842,12.465723,17.895609,33.88,honest,honest
335,97.7388,97.7388,0.05,0.0,0.0,0.19097,0.0,0.162324,0.0,0.0,0.0,0.0,31.7896,0.162324,31.7896,31.7896,0.0,5.160215,65.9492,12.594324,17.754539,32.53,honest,honest
336,55.8401,55.8401,0.05,0.0,0.0,0.15672,0.0,0.133212,0.0,0.0,0.0,0.0,41.6565,0.133212,41.6565,41.6565,0.0,5.549146,14.1836,2.222852,7.771998,74.6,honest,honest
337,36.5796,36.5796,0.05,0.0,0.0,0.14608,0.0,0.116864,0.0,0.0,0.0,0.0,41.2103,0.124168,36.5796,36.5796,0.0,4.542016,0.0,0.0,4.542016,100.0,honest,honest
338,36.6257,36.6257,0.05,0.0,0.0,0.14265,0.0,0.121252,0.0,0.0,0.0,0.0,44.272,0.121252,36.6257,36.6257,0.0,4.440939,0.0,0.0,4.440939,100.0,honest,honest
339,36.6563,36.6563,0.05,0.0,0.0,0.13952,0.0,0.132544,0.0,0.0,0.0,0.0,46.3445,0.118592,36.6563,36.6563,0.0,4.347144,0.0,0.0,4.347144,100.0,honest,honest
340,37.032,37.032,0.05,0.0,0.0,0.13936,0.0,0.111488,0.0,0.0,0.0,0.0,50.8905,0.118456,37.032,37.032,0.0,4.386663,0.0,3e-06,4.386666,100.0,honest,honest
341,56.1199,56.1199,0.05,0.0,0.0,0.13884,0.0,0.118014,0.0,0.0,0.0,0.0,37.5478,0.118014,37.5478,37.5478,0.0,4.431166,18.5721,2.578553,7.009719,66.91,honest,honest
342,96.0134,96.0134,0.05,0.0,0.0,0.15877,0.0,0.134955,0.0,0.0,0.0,0.0,42.5386,0.134955,42.5386,42.5386,0.0,5.740797,53.4748,8.490196,14.230993,44.3,honest,honest
343,112.0194,112.0194,0.05,0.0,0.0,0.19479,2.3213,0.165571,2.3213,2.3213,0.0,0.38434,34.2834,0.165571,34.2834,34.2834,0.0,5.676337,75.4147,14.690035,20.750712,32.68,honest,honest
344,104.0955,104.0955,0.05,0.0,0.0,0.28971,6.9375,0.246254,6.9375,6.9375,0.0,1.708387,36.1498,0.246254,36.1498,36.1498,0.0,8.902033,61.0082,17.674688,28.285108,41.39,honest,honest
345,85.3786,85.3786,0.05,0.0,0.0,0.20827,2.5331,0.17703,2.5331,2.5331,0.0,0.448435,30.4648,0.17703,30.4648,30.4648,0.0,5.393184,52.3807,10.909326,16.750944,38.65,honest,honest
346,104.1334,104.1334,0.05,0.0,0.0,0.24928,22.1865,0.211888,22.1865,22.1865,0.0,4.701053,11.0479,0.211888,11.0479,11.0479,0.0,2.340917,70.899,17.673697,24.715668,31.92,honest,honest
347,106.0556,106.0556,0.05,0.0,0.0,0.24134,34.5063,0.205139,34.5063,34.5063,0.0,7.078588,13.3047,0.205139,13.3047,13.3047,0.0,2.729313,58.2446,14.056755,23.864655,45.08,honest,honest
348,104.2533,104.2533,0.05,0.0,0.0,0.23168,831.3763,0.196928,104.2533,104.2533,0.0,20.530394,11.9147,0.196928,0.0,0.0,0.0,0.0,0.0,5e-06,20.530398,100.0,honest,honest
349,85.442,85.442,0.05,0.0,0.0,0.22724,1091.9625,0.193154,85.442,85.442,0.0,16.503464,11.2798,0.193154,0.0,0.0,0.0,0.0,0.0,0.0,16.503464,100.0,honest,honest
350,85.4503,85.4502,0.05,0.0,0.0,0.15632,214.4536,0.132872,85.4502,85.4502,0.0,11.353939,12.8618,0.132872,0.0,0.0,0.0,0.0,0.0,6e-06,11.353945,100.0,honest,honest
351,85.4182,85.4182,0.05,0.0,0.0,0.15962,166.7511,0.135677,85.4182,85.4182,0.0,11.589285,13.1846,0.135677,0.0,0.0,0.0,0.0,0.0,6e-06,11.589291,100.0,honest,honest
352,106.6463,106.6463,0.05,0.0,0.0,0.17858,28.9378,0.151793,28.9378,28.9378,0.0,4.392555,16.1229,0.151793,16.1229,16.1229,0.0,2.447343,61.5856,10.997957,17.837856,42.25,honest,honest
353,114.6007,114.6007,0.05,0.0,0.0,0.18675,0.9538,0.158738,0.9538,0.9538,0.0,0.151404,18.7415,0.158738,18.7415,18.7415,0.0,2.974988,94.9054,17.72359,20.849982,17.19,honest,honest
354,114.613,114.613,0.05,0.0,0.0,0.28195,0.0,0.239657,0.0,0.0,0.0,0.0,21.0231,0.239657,21.0231,21.0231,0.0,5.038333,93.5899,26.38768,31.426013,18.34,honest,honest
355,96.2171,96.2171,0.05,0.0,0.0,0.2962,1.2735,0.25177,1.2735,1.2735,0.0,0.320629,25.8016,0.25177,25.8016,25.8016,0.0,6.496069,69.142,20.479875,27.296573,28.14,honest,honest
356,96.1692,96.1692,0.05,0.0,0.0,0.28417,0.4295,0.241544,0.4295,0.4295,0.0,0.103743,30.4734,0.241544,30.4734,30.4734,0.0,7.360667,65.2663,18.546712,26.011122,32.13,honest,honest
357,95.9926,95.9926,0.05,0.0,0.0,0.26361,0.0,0.224069,0.0,0.0,0.0,0.0,35.8803,0.224069,35.8803,35.8803,0.0,8.039663,60.1123,15.846191,23.885854,37.38,honest,honest
358,95.7192,95.7192,0.05,0.0,0.0,0.18451,0.0,0.156834,0.0,0.0,0.0,0.0,39.1648,0.156834,39.1648,39.1648,0.0,6.142372,56.5544,10.434848,16.57722,40.92,honest,honest
359,97.7433,97.7433,0.05,0.0,0.0,0.16843,0.0,0.143166,0.0,0.0,0.0,0.0,36.3797,0.143166,36.3797,36.3797,0.0,5.208336,61.3636,10.335464,15.543801,37.22,honest,honest
360,55.8481,55.8481,0.05,0.0,0.0,0.15065,0.0,0.128053,0.0,0.0,0.0,0.0,49.6493,0.128053,49.6493,49.6493,0.0,6.357742,6.1988,0.933845,7.291587,88.9,honest,honest
361,36.6045,36.6045,0.05,0.0,0.0,0.1453,0.0,0.123505,0.0,0.0,0.0,0.0,61.8189,0.123505,36.6045,36.6045,0.0,4.520839,0.0,4e-06,4.520843,100.0,honest,honest
362,36.6563,36.6563,0.05,0.0,0.0,0.14193,0.0,0.134833,0.0,0.0,0.0,0.0,69.9401,0.12064,36.6563,36.6563,0.0,4.422216,0.0,0.0,4.422216,100.0,honest,honest
363,36.6887,36.6887,0.05,0.0,0.0,0.13265,0.0,0.10612,0.0,0.0,0.0,0.0,74.5924,0.112752,36.6887,36.6887,0.0,4.136724,0.0,0.0,4.136724,100.0,honest,honest
364,37.0661,37.0661,0.05,0.0,0.0,0.13274,0.0,0.112829,0.0,0.0,0.0,0.0,77.5758,0.112829,37.0661,37.0661,0.0,4.182131,0.0,0.0,4.182131,100.0,honest,honest
365,56.1379,56.1379,0.05,0.0,0.0,0.14258,0.0,0.121193,0.0,0.0,0.0,0.0,76.1431,0.121193,56.1379,56.1379,0.0,6.803521,0.0,0.0,6.803521,100.0,honest,honest
366,96.0278,96.0278,0.05,0.0,0.0,0.15527,0.1118,0.131979,0.1118,0.1118,0.0,0.014755,72.0661,0.131979,72.0661,72.0661,0.0,9.511212,23.8499,3.703171,13.229139,75.16,honest,honest
367,112.039,112.039,0.05,0.0,0.0,0.17304,0.2301,0.147084,0.2301,0.2301,0.0,0.033844,51.9312,0.147084,51.9312,51.9312,0.0,7.638249,59.8777,10.361242,18.033335,46.56,honest,honest
368,104.1106,104.1106,0.05,0.0,0.0,0.26055,0.0,0.221467,0.0,0.0,0.0,0.0,44.3422,0.221467,44.3422,44.3422,0.0,9.820334,59.7684,15.572667,25.393001,42.59,honest,honest
