timestep,demand_kw,effective_demand_kw,battery_soc,battery_charged_kw,curtailed_energy_kw,import_price_eur_kwh,solar_declared_kw,solar_price_eur_kwh,solar_allocated_kw,solar_delivered_kw,solar_shortfall_kw,solar_cost_eur,wind_declared_kw,wind_price_eur_kwh,wind_allocated_kw,wind_delivered_kw,wind_shortfall_kw,wind_cost_eur,grid_purchased_kw,grid_cost_eur,total_cost_eur,renewable_coverage_pct,strategy_as,strategy_ae
117,95.9518,95.9518,0.05,0.0,0.0,0.11539,0.9583,0.098082,0.9583,0.9583,0.0,0.093992,30.4019,0.098082,30.4019,30.4019,0.0,2.981879,64.5916,7.453225,10.529096,32.68,honest,honest
118,95.681,95.681,0.05,0.0,0.0,0.10382,1.6033,0.088247,1.6033,1.6033,0.0,0.141486,30.105,0.088247,30.105,30.105,0.0,2.656676,63.9727,6.641651,9.439813,33.14,honest,honest
119,97.7081,97.7081,0.05,0.0,0.0,0.08527,4.7715,0.068216,4.7715,3.6704,1.1011,0.25038,32.4164,0.081006,32.4164,32.4164,0.0,2.625923,61.6213,5.254445,8.130748,36.93,honest,honest
120,55.8048,55.8048,0.05,0.0,0.0,0.06886,0.1115,0.055088,0.1115,0.0857,0.0258,0.004721,29.7861,0.065417,29.7861,29.7861,0.0,1.948517,25.933,1.785749,3.738987,53.53,honest,honest
121,36.5159,36.5159,0.05,0.0,0.0,0.0664,0.0,0.06308,0.0,0.0,0.0,0.0,47.1642,0.05644,36.5159,36.5159,0.0,2.060957,0.0,0.0,2.060957,100.0,honest,honest
122,36.5539,36.5539,0.05,0.0,0.0,0.06484,0.0,0.061598,0.0,0.0,0.0,0.0,37.981,0.055114,36.5539,36.5539,0.0,2.014632,0.0,0.0,2.014632,100.0,honest,honest
123,36.5885,36.5885,0.05,0.0,0.0,0.06411,0.0323,0.060905,0.0,0.0,0.0,0.0,36.7023,0.054494,36.5885,36.5885,0.0,1.993854,0.0,0.0,1.993854,100.0,honest,honest
124,38.2583,38.2583,0.05,0.0,0.0,0.06535,0.0,0.062082,0.0,0.0,0.0,0.0,36.6055,0.055547,36.6055,36.6055,0.0,2.033326,1.6528,0.108012,2.141338,95.68,honest,honest
125,57.3559,57.3559,0.05,0.0,0.0,0.06888,0.0,0.055104,0.0,0.0,0.0,0.0,26.5115,0.065436,26.5115,26.5115,0.0,1.734807,30.8444,2.124563,3.85937,46.22,honest,honest
126,96.5604,96.5604,0.05,0.0,0.0,0.074,0.0,0.0592,0.0,0.0,0.0,0.0,31.7417,0.0703,31.7417,31.7417,0.0,2.231442,64.8187,4.796587,7.028029,32.87,honest,honest
127,112.0173,112.0173,0.05,0.0,0.0,0.10268,0.909,0.087278,0.909,0.909,0.0,0.079336,46.0045,0.087278,46.0045,46.0045,0.0,4.015181,65.1038,6.684853,10.77937,41.88,honest,honest
128,104.0886,104.0886,0.05,0.0,0.0,0.12079,3.7741,0.102671,3.7741,3.7741,0.0,0.387491,44.1652,0.102671,44.1652,44.1652,0.0,4.534485,56.1493,6.782273,11.704249,46.06,honest,honest
129,85.3732,85.3732,0.05,0.0,0.0,0.12001,0.9012,0.102009,0.9012,0.9012,0.0,0.091931,54.5445,0.102009,54.5445,54.5445,0.0,5.56403,29.9275,3.591604,9.247564,64.95,honest,honest
130,104.0979,104.0979,0.05,0.0,0.0,0.09509,6.1599,0.076072,6.1599,4.7384,1.4215,0.36046,31.2607,0.090335,31.2607,31.2607,0.0,2.823935,68.0988,6.475516,9.659911,34.58,honest,honest
131,106.0271,106.0271,0.05,0.0,0.0,0.08021,216.5231,0.064168,106.0271,106.0271,0.0,6.803547,47.4299,0.0762,0.0,0.0,0.0,0.0,0.0,0.0,6.803547,100.0,honest,honest
132,104.227,104.227,0.05,0.0,0.0,0.0723,901.6661,0.05784,104.227,104.227,0.0,6.02849,49.2276,0.068685,0.0,0.0,0.0,0.0,0.0,0.0,6.02849,100.0,honest,honest
133,85.4172,85.4171,0.05,0.0,0.0,0.06279,1093.1068,0.050232,85.4171,85.4171,0.0,4.290672,47.636,0.05965,0.0,0.0,0.0,0.0,0.0,1e-06,4.290673,100.0,honest,honest
134,85.4182,85.4182,0.05,0.0,0.0,0.05155,593.2621,0.04124,85.4182,85.4182,0.0,3.522647,47.5288,0.048972,0.0,0.0,0.0,0.0,0.0,0.0,3.522647,100.0,honest,honest
135,85.3869,85.3869,0.05,0.0,0.0,0.0524,234.3481,0.04192,85.3869,85.3869,0.0,3.579419,44.4623,0.04978,0.0,0.0,0.0,0.0,0.0,2e-06,3.579421,100.0,honest,honest
136,109.2526,109.2526,0.05,0.0,0.0,0.09205,5.9697,0.07364,5.9697,4.5921,1.3776,0.338162,44.1426,0.087447,44.1426,44.1426,0.0,3.860138,60.5179,5.570677,9.768977,44.61,honest,honest
137,114.5584,114.5584,0.05,0.0,0.0,0.12512,0.6488,0.106352,0.6488,0.6488,0.0,0.069001,59.0771,0.106352,59.0771,59.0771,0.0,6.282968,54.8325,6.860649,13.212617,52.14,honest,honest
138,114.5816,114.5816,0.05,0.0,0.0,0.1454,0.1016,0.12359,0.1016,0.1016,0.0,0.012557,62.5959,0.12359,62.5959,62.5959,0.0,7.736227,51.8841,7.543944,15.292728,54.72,honest,honest
139,95.8293,95.8293,0.05,0.0,0.0,0.16564,0.9685,0.140794,0.9685,0.9685,0.0,0.136359,72.4761,0.140794,72.4761,72.4761,0.0,10.2042,22.3847,3.707795,14.048354,76.64,honest,honest
140,95.8074,95.8074,0.05,0.0,0.0,0.17299,1.2633,0.147041,1.2633,1.2633,0.0,0.185757,69.6397,0.147041,69.6397,69.6397,0.0,10.239891,24.9044,4.308219,14.733867,74.01,honest,honest
141,95.7115,95.7115,0.05,0.0,0.0,0.17923,0.1729,0.152345,0.1729,0.1729,0.0,0.02634,71.2019,0.152345,71.2019,71.2019,0.0,10.847253,24.3367,4.361864,15.235458,74.57,honest,honest
142,95.6975,95.6975,0.05,0.0,0.0,0.166,0.9718,0.1411,0.9718,0.9718,0.0,0.137121,73.2454,0.1411,73.2454,73.2454,0.0,10.334926,21.4803,3.565725,14.037772,77.55,honest,honest
143,97.7232,97.7232,0.05,0.0,0.0,0.14848,0.0,0.126208,0.0,0.0,0.0,0.0,73.2418,0.126208,73.2418,73.2418,0.0,9.243701,24.4814,3.634993,12.878694,74.95,honest,honest
144,55.8221,55.8221,0.05,0.0,0.0,0.119,0.0,0.10115,0.0,0.0,0.0,0.0,83.674,0.10115,55.8221,55.8221,0.0,5.646405,0.0,5e-06,5.64641,100.0,honest,honest
145,36.5447,36.5447,0.05,0.0,0.0,0.11242,0.0,0.106799,0.0,0.0,0.0,0.0,84.0729,0.095557,36.5447,36.5447,0.0,3.492102,0.0,0.0,3.492102,100.0,honest,honest
146,36.5865,36.5865,0.05,0.0,0.0,0.10252,0.0,0.082016,0.0,0.0,0.0,0.0,84.9087,0.087142,36.5865,36.5865,0.0,3.188221,0.0,0.0,3.188221,100.0,honest,honest
147,36.6183,36.6183,0.05,0.0,0.0,0.08989,0.0,0.085395,0.0,0.0,0.0,0.0,85.8821,0.076407,36.6183,36.6183,0.0,2.797894,0.0,0.0,2.797894,100.0,honest,honest
148,36.9958,36.9958,0.05,0.0,0.0,0.06841,0.0,0.064989,0.0,0.0,0.0,0.0,89.2967,0.058148,36.9958,36.9958,0.0,2.151232,0.0,0.0,2.151232,100.0,honest,honest
149,56.1022,56.1022,0.05,0.0,0.0,0.08774,0.0,0.070192,0.0,0.0,0.0,0.0,61.62,0.083353,56.1022,56.1022,0.0,4.676287,0.0,0.0,4.676287,100.0,honest,honest
150,95.9991,95.9991,0.05,0.0,0.0,0.11305,0.0,0.096092,0.0,0.0,0.0,0.0,83.2395,0.096092,83.2395,83.2395,0.0,7.99865,12.7596,1.442469,9.441119,86.71,honest,honest
151,112.003,112.003,0.05,0.0,0.0,0.13907,2.3328,0.118209,2.3328,2.3328,0.0,0.275758,81.0025,0.118209,81.0025,81.0025,0.0,9.575225,28.6677,3.986816,13.837798,74.4,honest,honest
152,104.071,104.071,0.05,0.0,0.0,0.17846,0.3403,0.151691,0.3403,0.3403,0.0,0.05162,77.6457,0.151691,77.6457,77.6457,0.0,11.778154,26.085,4.65512,16.484895,74.94,honest,honest
153,85.3742,85.3742,0.05,0.0,0.0,0.16978,2.8946,0.144313,2.8946,2.8946,0.0,0.417728,76.042,0.144313,76.042,76.042,0.0,10.973849,6.4376,1.092984,12.484561,92.46,honest,honest
154,104.1143,104.1143,0.05,0.0,0.0,0.22204,3.4154,0.188734,3.4154,3.4154,0.0,0.644602,68.898,0.188734,68.898,68.898,0.0,13.003395,31.8009,7.061075,20.709072,69.46,honest,honest
155,106.0447,106.0447,0.05,0.0,0.0,0.19957,119.8461,0.169634,106.0447,106.0447,0.0,17.988787,67.3404,0.169634,0.0,0.0,0.0,0.0,0.0,4e-06,17.988791,100.0,honest,honest
156,104.2398,104.2398,0.05,0.0,0.0,0.194,520.2093,0.1649,104.2398,104.2398,0.0,17.189143,51.3654,0.1649,0.0,0.0,0.0,0.0,0.0,0.0,17.189143,100.0,honest,honest
157,85.4298,85.4298,0.05,0.0,0.0,0.1923,1129.3516,0.163455,85.4298,85.4298,0.0,13.963928,46.6663,0.163455,0.0,0.0,0.0,0.0,0.0,7e-06,13.963935,100.0,honest,honest
158,85.4348,85.4348,0.05,0.0,0.0,0.12899,521.7906,0.109641,85.4348,85.4348,0.0,9.367157,43.723,0.109641,0.0,0.0,0.0,0.0,0.0,0.0,9.367157,100.0,honest,honest
159,85.4079,85.4079,0.05,0.0,0.0,0.14548,113.9814,0.123658,85.4079,85.4079,0.0,10.56137,39.4455,0.123658,0.0,0.0,0.0,0.0,0.0,0.0,10.56137,100.0,honest,honest
160,109.2674,109.2673,0.05,0.0,0.0,0.16538,5.2734,0.140573,5.2734,5.2734,0.0,0.741298,34.181,0.140573,34.181,34.181,0.0,4.804926,69.8129,11.545661,17.091885,36.11,honest,honest
161,114.5793,114.5793,0.05,0.0,0.0,0.18041,6.2356,0.153348,6.2356,6.2356,0.0,0.956217,28.6919,0.153348,28.6919,28.6919,0.0,4.399845,79.6518,14.369976,19.726038,30.48,honest,honest
162,114.5947,114.5947,0.05,0.0,0.0,0.25925,0.4728,0.220362,0.4728,0.4728,0.0,0.104187,28.3832,0.220362,28.3832,28.3832,0.0,6.254579,85.7387,22.227763,28.586528,25.18,honest,honest
163,96.2029,96.2029,0.05,0.0,0.0,0.25415,0.1394,0.216027,0.1394,0.1394,0.0,0.030114,36.3141,0.216027,36.3141,36.3141,0.0,7.844826,59.7494,15.185309,23.060249,37.89,honest,honest
164,96.1535,96.1535,0.05,0.0,0.0,0.24198,0.0,0.205683,0.0,0.0,0.0,0.0,39.1152,0.205683,39.1152,39.1152,0.0,8.045332,57.0383,13.802132,21.847464,40.68,honest,honest
165,95.981,95.981,0.05,0.0,0.0,0.23914,2.3328,0.203269,2.3328,2.3328,0.0,0.474186,42.9829,0.203269,42.9829,42.9829,0.0,8.737091,50.6653,12.116108,21.327385,47.21,honest,honest
166,95.7099,95.7099,0.05,0.0,0.0,0.1612,0.2422,0.13702,0.2422,0.2422,0.0,0.033186,45.9961,0.13702,45.9961,45.9961,0.0,6.302386,49.4716,7.974829,14.310401,48.31,honest,honest
167,97.7341,97.7341,0.05,0.0,0.0,0.15415,2.4436,0.131027,2.4436,2.4436,0.0,0.320178,46.562,0.131027,46.562,46.562,0.0,6.100879,48.7285,7.511495,13.932552,50.14,honest,honest
168,55.8358,55.8358,0.05,0.0,0.0,0.10738,0.0,0.091273,0.0,0.0,0.0,0.0,58.0262,0.091273,55.8358,55.8358,0.0,5.096301,0.0,0.0,5.096301,100.0,honest,honest
169,36.5684,36.5684,0.05,0.0,0.0,0.10366,0.0,0.088111,0.0,0.0,0.0,0.0,65.9717,0.088111,36.5684,36.5684,0.0,3.222078,0.0,0.0,3.222078,100.0,honest,honest
170,36.6115,36.6115,0.05,0.0,0.0,0.0982,0.0,0.09329,0.0,0.0,0.0,0.0,71.3077,0.08347,36.6115,36.6115,0.0,3.055962,0.0,2e-06,3.055964,100.0,honest,honest
171,36.6429,36.6429,0.05,0.0,0.0,0.08865,0.0,0.084218,0.0,0.0,0.0,0.0,74.1233,0.075353,36.6429,36.6429,0.0,2.761152,0.0,0.0,2.761152,100.0,honest,honest
172,37.0193,37.0192,0.05,0.0,0.0,0.09638,0.0,0.091561,0.0,0.0,0.0,0.0,76.4424,0.081923,37.0192,37.0192,0.0,3.032724,0.0,5e-06,3.032729,100.0,honest,honest
173,56.1168,56.1168,0.05,0.0,0.0,0.10818,0.0,0.091953,0.0,0.0,0.0,0.0,72.8675,0.091953,56.1168,56.1168,0.0,5.160108,0.0,0.0,5.160108,100.0,honest,honest
174,96.0106,96.0105,0.05,0.0,0.0,0.13424,0.0,0.114104,0.0,0.0,0.0,0.0,76.1432,0.114104,76.1432,76.1432,0.0,8.688244,19.8673,2.666989,11.355232,79.31,honest,honest
175,112.0161,112.0161,0.05,0.0,0.0,0.15854,0.0,0.134759,0.0,0.0,0.0,0.0,78.5978,0.134759,78.5978,78.5978,0.0,10.591761,33.4183,5.298136,15.889897,70.17,honest,honest
176,104.0832,104.0832,0.05,0.0,0.0,0.19435,0.0,0.165197,0.0,0.0,0.0,0.0,65.3472,0.165197,65.3472,65.3472,0.0,10.795161,38.736,7.52835,18.323512,62.78,honest,honest
177,85.372,85.372,0.05,0.0,0.0,0.18889,0.0,0.160556,0.0,0.0,0.0,0.0,68.576,0.160556,68.576,68.576,0.0,11.010288,16.796,3.172599,14.182887,80.33,honest,honest
178,104.1274,104.1274,0.05,0.0,0.0,0.23186,5.2047,0.197081,5.2047,5.2047,0.0,1.025747,68.2882,0.197081,68.2882,68.2882,0.0,13.458307,30.6345,7.102905,21.58696,70.58,honest,honest
179,106.0452,106.0452,0.05,0.0,0.0,0.22796,86.0082,0.193766,86.0082,86.0082,0.0,16.665465,64.9545,0.193766,20.037,20.037,0.0,3.882489,0.0,0.0,20.547954,100.0,honest,honest
180,104.2463,104.2463,0.05,0.0,0.0,0.21825,160.0073,0.185512,104.2463,104.2463,0.0,19.33894,61.9192,0.185512,0.0,0.0,0.0,0.0,0.0,2e-06,19.338942,100.0,honest,honest
181,85.431,85.431,0.05,0.0,0.0,0.20843,205.3836,0.177166,85.431,85.431,0.0,15.135469,53.1529,0.177166,0.0,0.0,0.0,0.0,0.0,0.0,15.135469,100.0,honest,honest
182,85.4327,85.4327,0.05,0.0,0.0,0.14252,135.979,0.121142,85.4327,85.4327,0.0,10.349488,49.9236,0.121142,0.0,0.0,0.0,0.0,0.0,0.0,10.349488,100.0,honest,honest
183,85.4014,85.4014,0.05,0.0,0.0,0.14521,39.976,0.123428,39.976,39.976,0.0,4.934158,45.0987,0.123428,45.0987,45.0987,0.0,5.566442,0.3267,0.047436,10.548036,99.62,honest,honest
184,109.2683,109.2683,0.05,0.0,0.0,0.16098,12.1734,0.136833,12.1734,12.1734,0.0,1.665723,32.8054,0.136833,32.8054,32.8054,0.0,4.488861,64.2895,10.349326,16.503911,41.16,honest,honest
185,114.5746,114.5746,0.05,0.0,0.0,0.16762,3.5457,0.142477,3.5457,3.5457,0.0,0.505181,28.0643,0.142477,28.0643,28.0643,0.0,3.998517,82.9646,13.906524,18.410222,27.59,honest,honest
186,114.5871,114.5871,0.05,0.0,0.0,0.2441,3.2608,0.207485,3.2608,3.2608,0.0,0.676567,30.1693,0.207485,30.1693,30.1693,0.0,6.259677,81.157,19.810422,26.746666,29.17,honest,honest
187,96.1948,96.1948,0.05,0.0,0.0,0.25503,0.315,0.216775,0.315,0.315,0.0,0.068284,36.2191,0.216775,36.2191,36.2191,0.0,7.851395,59.6607,15.215275,23.134955,37.98,honest,honest
188,96.1471,96.1471,0.05,0.0,0.0,0.24829,1.3901,0.211046,1.3901,1.3901,0.0,0.293375,40.4525,0.211046,40.4525,40.4525,0.0,8.537338,54.3045,13.483259,22.313972,43.52,honest,honest
189,95.9741,95.9741,0.05,0.0,0.0,0.23512,0.6618,0.199852,0.6618,0.6618,0.0,0.132262,51.7414,0.199852,51.7414,51.7414,0.0,10.340622,43.5709,10.244387,20.717272,54.6,honest,honest
190,95.7036,95.7036,0.05,0.0,0.0,0.17021,0.12,0.144678,0.12,0.12,0.0,0.017361,54.9327,0.144678,54.9327,54.9327,0.0,7.947553,40.6509,6.919191,14.884105,57.52,honest,honest
191,97.7297,97.7297,0.05,0.0,0.0,0.15674,0.5767,0.133229,0.5767,0.5767,0.0,0.076833,57.3731,0.133229,57.3731,57.3731,0.0,7.643761,39.7799,6.235109,13.955703,59.3,honest,honest
192,55.8328,55.8328,0.05,0.0,0.0,0.09407,0.0,0.075256,0.0,0.0,0.0,0.0,42.127,0.089367,42.127,42.127,0.0,3.764764,13.7058,1.289302,5.054065,75.45,honest,honest
193,36.5715,36.5715,0.05,0.0,0.0,0.08112,0.0,0.077064,0.0,0.0,0.0,0.0,67.2555,0.068952,36.5715,36.5715,0.0,2.521678,0.0,2e-06,2.52168,100.0,honest,honest
194,36.6209,36.6209,0.05,0.0,0.0,0.07162,0.0,0.068039,0.0,0.0,0.0,0.0,71.9154,0.060877,36.6209,36.6209,0.0,2.229371,0.0,2e-06,2.229373,100.0,honest,honest
195,36.6539,36.6539,0.05,0.0,0.0,0.05125,0.4221,0.048687,0.0,0.0,0.0,0.0,82.3864,0.043562,36.6539,36.6539,0.0,1.596717,0.0,0.0,1.596717,100.0,honest,honest
196,37.0319,37.0319,0.05,0.0,0.0,0.03514,0.0,0.033383,0.0,0.0,0.0,0.0,72.2747,0.029869,37.0319,37.0319,0.0,1.106106,0.0,0.0,1.106106,100.0,honest,honest
197,56.1154,56.1154,0.05,0.0,0.0,0.05611,0.0,0.044888,0.0,0.0,0.0,0.0,60.9233,0.053304,56.1154,56.1154,0.0,2.991175,0.0,0.0,2.991175,100.0,honest,honest
198,96.0171,96.0171,0.05,0.0,0.0,0.09386,0.0,0.075088,0.0,0.0,0.0,0.0,60.8253,0.089167,60.8253,60.8253,0.0,5.42361,35.1918,3.303098,8.726708,63.35,honest,honest
199,112.044,112.044,0.05,0.0,0.0,0.1265,0.0365,0.107525,0.0365,0.0365,0.0,0.003925,84.3995,0.107525,84.3995,84.3995,0.0,9.075056,27.608,3.492412,12.571393,75.36,honest,honest
200,104.1153,104.1153,0.05,0.0,0.0,0.15926,5.2169,0.135371,5.2169,5.2169,0.0,0.706217,85.5826,0.135371,85.5826,85.5826,0.0,11.585402,13.3158,2.120671,14.41229,87.21,honest,honest
201,85.3969,85.3969,0.05,0.0,0.0,0.16284,3.3907,0.138414,3.3907,3.3907,0.0,0.46932,85.9607,0.138414,82.0062,82.0062,0.0,11.350806,0.0,3e-06,11.820129,100.0,honest,honest
202,104.1272,104.1272,0.05,0.0,0.0,0.22183,16.9883,0.188555,16.9883,16.9883,0.0,3.203229,81.0889,0.188555,81.0889,81.0889,0.0,15.289718,6.05,1.342071,19.835017,94.19,honest,honest
203,106.0557,106.0557,0.05,0.0,0.0,0.21419,570.448,0.182061,106.0557,106.0557,0.0,19.308607,85.6606,0.182061,0.0,0.0,0.0,0.0,0.0,1e-06,19.308607,100.0,honest,honest
204,104.26,104.26,0.05,0.0,0.0,0.21237,377.7067,0.180514,104.26,104.26,0.0,18.82039,86.2845,0.180514,0.0,0.0,0.0,0.0,0.0,1e-05,18.8204,100.0,honest,honest
205,85.4427,85.4427,0.05,0.0,0.0,0.20068,276.295,0.170578,85.4427,85.4427,0.0,14.574645,87.4325,0.170578,0.0,0.0,0.0,0.0,0.0,5e-06,14.57465,100.0,honest,honest
206,85.4392,85.4392,0.05,0.0,0.0,0.1343,129.9533,0.114155,85.4392,85.4392,0.0,9.753312,88.4871,0.114155,0.0,0.0,0.0,0.0,0.0,6e-06,9.753318,100.0,honest,honest
207,85.4083,85.4083,0.05,0.0,0.0,0.14234,20.4345,0.120989,20.4345,20.4345,0.0,2.47235,88.9063,0.120989,64.9738,64.9738,0.0,7.861115,0.0,4e-06,10.333469,100.0,honest,honest
208,109.2739,109.2739,0.05,0.0,0.0,0.17041,3.9015,0.144848,3.9015,3.9015,0.0,0.565124,89.3509,0.144848,89.3509,89.3509,0.0,12.942299,16.0215,2.730226,16.23765,85.34,honest,honest
209,114.59,114.59,0.05,0.0,0.0,0.19205,0.8823,0.163242,0.8823,0.8823,0.0,0.144028,90.7908,0.163242,90.7908,90.7908,0.0,14.820872,22.9169,4.401189,19.366089,80.0,honest,honest
210,114.6089,114.6089,0.05,0.0,0.0,0.26442,5.0749,0.224757,5.0749,5.0749,0.0,1.140619,88.8528,0.224757,88.8528,88.8528,0.0,19.970289,20.6812,5.468534,26.579442,81.95,honest,honest
211,96.2136,96.2136,0.05,0.0,0.0,0.26511,0.0782,0.225344,0.0782,0.0782,0.0,0.017622,90.8695,0.225344,90.8695,90.8695,0.0,20.476897,5.2659,1.396039,21.890557,94.53,honest,honest
212,96.1642,96.1642,0.05,0.0,0.0,0.27342,1.164,0.232407,1.164,1.164,0.0,0.270522,87.8873,0.232407,87.8873,87.8873,0.0,20.425624,7.1129,1.944819,22.640964,92.6,honest,honest
213,95.9893,95.9893,0.05,0.0,0.0,0.26698,1.2423,0.226933,1.2423,1.2423,0.0,0.281919,84.9265,0.226933,84.9265,84.9265,0.0,19.272625,9.8205,2.62187,22.176415,89.77,honest,honest
214,95.7169,95.7169,0.05,0.0,0.0,0.17699,1.2803,0.150442,1.2803,1.2803,0.0,0.192611,81.8848,0.150442,81.8848,81.8848,0.0,12.318913,12.5518,2.221551,14.733075,86.89,honest,honest
215,97.7414,97.7414,0.05,0.0,0.0,0.16465,1.0911,0.139952,1.0911,1.0911,0.0,0.152702,85.0349,0.139952,85.0349,85.0349,0.0,11.900804,11.6154,1.912479,13.965985,88.12,honest,honest
216,55.8434,55.8434,0.05,0.0,0.0,0.13015,1.3772,0.110627,1.3772,1.3772,0.0,0.152356,77.9892,0.110627,54.4662,54.4662,0.0,6.025432,0.0,3e-06,6.177791,100.0,honest,honest
217,36.5904,36.5904,0.05,0.0,0.0,0.11098,0.9641,0.105431,0.0,0.0,0.0,0.0,78.6117,0.094333,36.5904,36.5904,0.0,3.451682,0.0,0.0,3.451682,100.0,honest,honest
218,36.6425,36.6424,0.05,0.0,0.0,0.10463,0.0,0.083704,0.0,0.0,0.0,0.0,83.596,0.088936,36.6424,36.6424,0.0,3.258828,0.0,5e-06,3.258833,100.0,honest,honest
219,36.6758,36.6758,0.05,0.0,0.0,0.10016,0.0,0.085136,0.0,0.0,0.0,0.0,80.7891,0.085136,36.6758,36.6758,0.0,3.122431,0.0,0.0,3.122431,100.0,honest,honest
220,38.3425,38.3425,0.05,0.0,0.0,0.10082,0.0,0.095779,0.0,0.0,0.0,0.0,83.924,0.085697,38.3425,38.3425,0.0,3.285837,0.0,5e-06,3.285842,100.0,honest,honest
221,57.4095,57.4095,0.05,0.0,0.0,0.11634,0.0,0.098889,0.0,0.0,0.0,0.0,78.6485,0.098889,57.4095,57.4095,0.0,5.677168,0.0,0.0,5.677168,100.0,honest,honest
222,96.6013,96.6013,0.05,0.0,0.0,0.13525,0.0,0.114963,0.0,0.0,0.0,0.0,76.136,0.114963,76.136,76.136,0.0,8.752823,20.4653,2.767936,11.520759,78.81,honest,honest
223,112.0571,112.0571,0.05,0.0,0.0,0.1556,0.0,0.13226,0.0,0.0,0.0,0.0,78.4115,0.13226,78.4115,78.4115,0.0,10.370705,33.6456,5.235258,15.605963,69.97,honest,honest
224,104.14,104.14,0.05,0.0,0.0,0.1958,7.941,0.16643,7.941,7.941,0.0,1.321621,72.4597,0.16643,72.4597,72.4597,0.0,12.059468,23.7393,4.648147,18.029236,77.2,honest,honest
225,85.4285,85.4285,0.05,0.0,0.0,0.19281,10.7398,0.163888,10.7398,10.7398,0.0,1.760124,62.5632,0.163888,62.5632,62.5632,0.0,10.253358,12.1255,2.33792,14.351402,85.81,honest,honest
226,104.1557,104.1557,0.05,0.0,0.0,0.24034,8.1208,0.204289,8.1208,8.1208,0.0,1.65899,68.6124,0.204289,68.6124,68.6124,0.0,14.016759,27.4225,6.590735,22.266484,73.67,honest,honest
227,106.0815,106.0815,0.05,0.0,0.0,0.2291,6.0395,0.194735,6.0395,6.0395,0.0,1.176102,74.2738,0.194735,74.2738,74.2738,0.0,14.463708,25.7682,5.903485,21.543296,75.71,honest,honest
228,104.2843,104.2843,0.05,0.0,0.0,0.22214,40.7722,0.188819,40.7722,40.7722,0.0,7.698566,72.5133,0.188819,63.5121,63.5121,0.0,11.992291,0.0,9e-06,19.690866,100.0,honest,honest
229,85.4717,85.4717,0.05,0.0,0.0,0.21795,72.8808,0.185257,72.8808,72.8808,0.0,13.501678,74.1512,0.185257,12.5909,12.5909,0.0,2.332552,0.0,4e-06,15.834235,100.0,honest,honest
230,85.4686,85.4686,0.05,0.0,0.0,0.15763,111.968,0.133985,85.4686,85.4686,0.0,11.45151,84.7487,0.133985,0.0,0.0,0.0,0.0,0.0,2e-06,11.451512,100.0,honest,honest
231,85.4386,85.4386,0.05,0.0,0.0,0.16357,8.7767,0.139034,8.7767,8.7767,0.0,1.22026,87.8967,0.139034,76.6619,76.6619,0.0,10.658611,0.0,0.0,11.878871,100.0,honest,honest
232,109.3112,109.3112,0.05,0.0,0.0,0.17231,4.0233,0.146463,4.0233,4.0233,0.0,0.589265,85.8047,0.146463,85.8047,85.8047,0.0,12.567214,19.4832,3.357144,16.513622,82.18,honest,honest
233,114.6252,114.6252,0.05,0.0,0.0,0.1864,0.3643,0.15844,0.3643,0.3643,0.0,0.05772,89.4066,0.15844,89.4066,89.4066,0.0,14.165582,24.8543,4.63284,18.856141,78.32,honest,honest
234,114.6448,114.6448,0.05,0.0,0.0,0.26533,1.4084,0.22553,1.4084,1.4084,0.0,0.317636,89.9737,0.22553,89.9737,89.9737,0.0,20.291769,23.2627,6.17228,26.781685,79.71,honest,honest
235,95.8892,95.8892,0.05,0.0,0.0,0.26384,1.6117,0.224264,1.6117,1.6117,0.0,0.361446,80.2862,0.224264,80.2862,80.2862,0.0,18.005304,13.9913,3.691453,22.058204,85.41,honest,honest
236,95.8637,95.8637,0.05,0.0,0.0,0.25663,0.8476,0.218136,0.8476,0.8476,0.0,0.184892,65.1912,0.218136,65.1912,65.1912,0.0,14.220548,29.8249,7.653958,22.059397,68.89,honest,honest
237,95.7613,95.7613,0.05,0.0,0.0,0.24295,0.0169,0.206507,0.0169,0.0169,0.0,0.00349,58.9297,0.206507,58.9297,58.9297,0.0,12.169396,36.8147,8.944142,21.117028,61.56,honest,honest
238,95.7402,95.7402,0.05,0.0,0.0,0.1749,0.1164,0.148665,0.1164,0.1164,0.0,0.017305,61.1838,0.148665,61.1838,61.1838,0.0,9.09589,34.44,6.023557,15.136751,64.03,honest,honest
239,97.7575,97.7575,0.05,0.0,0.0,0.16926,0.0,0.143871,0.0,0.0,0.0,0.0,69.8998,0.143871,69.8998,69.8998,0.0,10.056554,27.8577,4.715189,14.771743,71.5,honest,honest
240,55.8543,55.8543,0.05,0.0,0.0,0.15056,0.0,0.127976,0.0,0.0,0.0,0.0,72.4196,0.127976,55.8543,55.8543,0.0,7.14801,0.0,0.0,7.14801,100.0,honest,honest
241,36.6225,36.6225,0.05,0.0,0.0,0.14083,0.0,0.112664,0.0,0.0,0.0,0.0,70.1818,0.119706,36.6225,36.6225,0.0,4.383933,0.0,3e-06,4.383936,100.0,honest,honest
242,36.6817,36.6817,0.05,0.0,0.0,0.13888,0.0,0.118048,0.0,0.0,0.0,0.0,69.2252,0.118048,36.6817,36.6817,0.0,4.330201,0.0,0.0,4.330202,100.0,honest,honest
