timestep,demand_kw,import_price_eur_kwh,solar_declared_kw,solar_price_eur_kwh,solar_allocated_kw,solar_delivered_kw,solar_shortfall_kw,solar_cost_eur,wind_declared_kw,wind_price_eur_kwh,wind_allocated_kw,wind_delivered_kw,wind_shortfall_kw,wind_cost_eur,grid_purchased_kw,grid_cost_eur,total_cost_eur,renewable_coverage_pct
173,22.4467,0.10818,0.0,0.102771,0.0,0.0,0.0,0.0,72.8675,0.091953,22.4467,22.4467,0.0,2.064041,0.0,0.0,2.064041,100.0
174,38.4042,0.13424,0.0,0.127528,0.0,0.0,0.0,0.0,53.3003,0.127528,38.4042,38.4042,0.0,4.897611,0.0,3e-06,4.897614,100.0
175,44.8064,0.15854,0.0,0.126832,0.0,0.0,0.0,0.0,55.0184,0.150613,44.8064,44.8064,0.0,6.748426,0.0,6e-06,6.748432,100.0
176,41.6333,0.19435,0.0,0.165197,0.0,0.0,0.0,0.0,45.7431,0.184632,41.6333,41.6333,0.0,7.686839,0.0,0.0,7.686839,100.0
177,34.1488,0.18889,0.0,0.179445,0.0,0.0,0.0,0.0,48.0032,0.179445,34.1488,34.1488,0.0,6.127831,0.0,1e-06,6.127832,100.0
178,41.6509,0.23186,5.2047,0.197081,5.2047,5.2047,0.0,1.025747,68.2882,0.197081,36.4462,36.4462,0.0,7.182854,0.0,1e-05,8.208611,100.0
179,42.4181,0.22796,111.8106,0.182368,42.4181,42.4181,0.0,7.735704,64.9545,0.193766,0.0,0.0,0.0,0.0,0.0,0.0,7.735704,100.0
180,41.6985,0.21825,208.0095,0.1746,41.6985,41.6985,0.0,7.280558,61.9192,0.185512,0.0,0.0,0.0,0.0,0.0,8e-06,7.280566,100.0
181,34.1724,0.20843,266.9987,0.166744,34.1724,34.1724,0.0,5.698043,53.1529,0.177166,0.0,0.0,0.0,0.0,0.0,0.0,5.698043,100.0
182,34.1731,0.14252,135.979,0.121142,34.1731,34.1731,0.0,4.139798,34.9465,0.135394,0.0,0.0,0.0,0.0,0.0,0.0,4.139798,100.0
183,34.1606,0.14521,39.976,0.123428,34.1606,34.1606,0.0,4.216375,31.5691,0.13795,0.0,0.0,0.0,0.0,0.0,0.0,4.216375,100.0
184,43.7073,0.16098,12.1734,0.136833,12.1734,12.1734,0.0,1.665723,22.9638,0.152931,22.9638,22.9638,0.0,3.511877,8.5701,1.379619,6.557219,80.39
185,45.8298,0.16762,2.482,0.159239,2.482,2.482,0.0,0.395231,28.0643,0.142477,28.0643,28.0643,0.0,3.998517,15.2835,2.561826,6.955574,66.65
186,45.8348,0.2441,4.239,0.19528,4.239,3.2608,0.9782,0.636769,21.1185,0.231895,21.1185,21.1185,0.0,4.897275,21.4555,5.237297,10.77134,53.19
187,38.4779,0.25503,0.4095,0.204024,0.4095,0.315,0.0945,0.064268,36.2191,0.216775,36.2191,36.2191,0.0,7.851395,1.9438,0.495735,8.411398,94.95
188,38.4588,0.24829,1.3901,0.211046,1.3901,1.3901,0.0,0.293375,40.4525,0.211046,37.0687,37.0687,0.0,7.823201,0.0,8e-06,8.116584,100.0
189,38.3896,0.23512,0.4633,0.223364,0.0,0.0,0.0,0.0,51.7414,0.199852,38.3896,38.3896,0.0,7.672238,0.0,8e-06,7.672247,100.0
190,38.2814,0.17021,0.156,0.136168,0.156,0.12,0.036,0.01634,38.4529,0.161699,38.1254,38.1254,0.0,6.164839,0.036,0.006135,6.187314,99.91
191,39.0919,0.15674,0.5767,0.133229,0.5767,0.5767,0.0,0.076833,40.1611,0.148903,38.5152,38.5152,0.0,5.735029,0.0,0.0,5.811862,100.0
192,22.3331,0.09407,0.0,0.07996,0.0,0.0,0.0,0.0,78.2359,0.075256,22.3331,22.3331,0.0,1.6807,0.0,1e-06,1.6807,100.0
193,14.6286,0.08112,0.0,0.077064,0.0,0.0,0.0,0.0,87.4322,0.064896,14.6286,14.6286,0.0,0.949338,0.0,1e-06,0.949338,100.0
194,14.6484,0.07162,0.0,0.057296,0.0,0.0,0.0,0.0,93.4901,0.057296,14.6484,14.6484,0.0,0.839295,0.0,0.0,0.839295,100.0
195,14.6615,0.05125,0.603,0.043562,0.0,0.0,0.0,0.0,107.1023,0.041,14.6615,14.6615,0.0,0.601122,0.0,2e-06,0.601124,100.0
196,14.8128,0.03514,0.0,0.033383,0.0,0.0,0.0,0.0,93.9571,0.028112,14.8128,14.8128,0.0,0.416417,0.0,0.0,0.416417,100.0
197,22.4462,0.05611,0.0,0.044888,0.0,0.0,0.0,0.0,113.1433,0.044888,22.4462,22.4462,0.0,1.007565,0.0,0.0,1.007565,100.0
198,38.4068,0.09386,0.0,0.089167,0.0,0.0,0.0,0.0,60.8253,0.089167,38.4068,38.4068,0.0,3.424619,0.0,2e-06,3.424621,100.0
