timestep,demand_kw,import_price_eur_kwh,solar_declared_kw,solar_price_eur_kwh,solar_allocated_kw,solar_delivered_kw,solar_shortfall_kw,solar_cost_eur,wind_declared_kw,wind_price_eur_kwh,wind_allocated_kw,wind_delivered_kw,wind_shortfall_kw,wind_cost_eur,grid_purchased_kw,grid_cost_eur,total_cost_eur,renewable_coverage_pct
13,34.1887,0.05157,879.7133,0.041256,34.1887,34.1887,0.0,1.410489,14.9793,0.043834,0.0,0.0,0.0,0.0,0.0,0.0,1.410489,100.0
14,34.1945,0.04173,207.5242,0.035471,34.1945,34.1945,0.0,1.212913,22.6166,0.035471,0.0,0.0,0.0,0.0,0.0,0.0,1.212913,100.0
15,34.1864,0.02912,156.5906,0.023296,34.1864,34.1864,0.0,0.796406,23.8753,0.024752,0.0,0.0,0.0,0.0,0.0,1e-06,0.796407,100.0
16,43.744,0.14906,34.8514,0.126701,10.0367,10.0367,0.0,1.27166,33.7073,0.119248,33.7073,25.9287,7.7786,3.091946,7.7786,1.159477,5.523082,82.22
17,45.8643,0.27286,60.9109,0.231931,45.8643,45.8643,0.0,10.637353,24.6595,0.231931,0.0,0.0,0.0,0.0,0.0,0.0,10.637353,100.0
18,45.8671,0.19118,3.7696,0.181621,3.7696,3.7696,0.0,0.684639,28.4502,0.162503,28.4502,28.4502,0.0,4.623243,13.6473,2.609084,7.916965,70.25
19,38.5082,0.19157,6.1445,0.162834,2.337,2.337,0.0,0.380543,36.1712,0.153256,36.1712,27.824,8.3472,4.264195,8.3472,1.599074,6.243812,78.32
20,38.4871,0.19405,0.6566,0.164942,0.6566,0.6566,0.0,0.108301,29.1373,0.15524,29.1373,22.4133,6.724,3.479441,15.4172,2.991705,6.579446,59.94
21,38.4136,0.19587,0.01,0.166489,0.01,0.01,0.0,0.001665,32.2344,0.156696,32.2344,24.7957,7.4387,3.885387,13.6079,2.665376,6.552428,64.58
22,38.3021,0.19301,0.0,0.164058,0.0,0.0,0.0,0.0,35.9883,0.154408,35.9883,27.6833,8.305,4.274523,10.6188,2.049536,6.324059,72.28
23,39.1071,0.18125,0.7995,0.154062,0.7995,0.7995,0.0,0.123173,24.3817,0.172187,24.3817,24.3817,0.0,4.198212,13.9259,2.52407,6.845454,64.39
24,22.3424,0.16849,0.0,0.160065,0.0,0.0,0.0,0.0,14.6734,0.160065,14.6734,14.6734,0.0,2.348698,7.669,1.29215,3.640848,65.68
25,14.6494,0.15603,0.0,0.124824,0.0,0.0,0.0,0.0,13.853,0.148228,13.853,13.853,0.0,2.053402,0.7964,0.124259,2.177662,94.56
26,14.6726,0.14168,0.0,0.120428,0.0,0.0,0.0,0.0,10.7798,0.134596,10.7798,10.7798,0.0,1.450918,3.8928,0.551538,2.002456,73.47
27,14.6842,0.14258,0.0,0.135451,0.0,0.0,0.0,0.0,8.3644,0.135451,8.3644,8.3644,0.0,1.132966,6.3198,0.901076,2.034042,56.96
28,14.8342,0.14257,0.0,0.114056,0.0,0.0,0.0,0.0,7.5823,0.135441,7.5823,7.5823,0.0,1.026954,7.2519,1.033907,2.060861,51.11
29,22.4545,0.14071,0.111,0.119604,0.111,0.111,0.0,0.013276,7.3268,0.133675,7.3268,7.3268,0.0,0.97941,15.0167,2.112999,3.105685,33.12
30,38.4202,0.16173,0.7482,0.13747,0.7482,0.7482,0.0,0.102855,18.9543,0.129384,18.9543,14.5802,4.3741,1.886445,23.0918,3.734641,5.723941,39.9
31,44.8396,0.16818,0.0,0.142953,0.0,0.0,0.0,0.0,16.8445,0.134544,16.8445,12.9573,3.8872,1.743327,31.8823,5.361968,7.105295,28.9
32,41.6683,0.20194,1.2772,0.191843,1.2772,1.2772,0.0,0.245022,15.4426,0.171649,15.4426,15.4426,0.0,2.650707,24.9485,5.03811,7.933839,40.13
33,34.1827,0.20046,4.0534,0.190437,4.0534,4.0534,0.0,0.771917,17.784,0.170391,17.784,17.784,0.0,3.030234,12.3453,2.474741,6.276892,63.88
34,41.6751,0.24116,12.0508,0.192928,12.0508,9.2699,2.7809,1.788423,15.6899,0.204986,15.6899,15.6899,0.0,3.21621,16.7153,4.03107,9.035703,59.89
35,42.4424,0.23854,20.7789,0.226613,20.7789,20.7789,0.0,4.708769,15.4982,0.202759,15.4982,15.4982,0.0,3.1424,6.1653,1.470664,9.321832,85.47
36,41.7381,0.23588,725.0015,0.188704,41.7381,41.7381,0.0,7.876146,16.8537,0.200498,0.0,0.0,0.0,0.0,0.0,1.1e-05,7.876158,100.0
37,34.2213,0.22646,742.501,0.181168,34.2213,34.2213,0.0,6.199804,18.0571,0.192491,0.0,0.0,0.0,0.0,0.0,0.0,6.199804,100.0
38,34.2204,0.16745,293.8724,0.142332,7.0133,7.0133,0.0,0.998217,27.2071,0.13396,27.2071,20.9285,6.2786,2.803582,6.2786,1.051359,4.853158,81.65
39,34.2053,0.1753,47.6564,0.149005,6.0486,6.0486,0.0,0.901272,28.1567,0.14024,28.1567,21.659,6.4977,3.037458,6.4977,1.139051,5.07778,81.0
40,43.7542,0.18657,10.1302,0.158585,10.1302,10.1302,0.0,1.606498,32.6956,0.149256,32.6956,25.1505,7.5451,3.753863,8.4735,1.580906,6.941267,80.63
41,45.8826,0.1997,0.0,0.189715,0.0,0.0,0.0,0.0,28.7698,0.169745,28.7698,28.7698,0.0,4.88353,17.1128,3.417434,8.300963,62.7
42,45.8897,0.2744,0.0594,0.21952,0.0594,0.0457,0.0137,0.010032,26.9557,0.23324,26.9557,26.9557,0.0,6.287147,18.8883,5.182959,11.480139,58.84
43,38.5291,0.27724,3.7803,0.263378,3.3557,3.3557,0.0,0.883818,35.1734,0.235654,35.1734,35.1734,0.0,8.288752,0.0,1.2e-05,9.172582,100.0
44,38.4946,0.27806,0.9262,0.264157,0.0,0.0,0.0,0.0,38.6695,0.236351,38.4946,38.4946,0.0,9.098237,0.0,3e-06,9.09824,100.0
45,38.4128,0.27491,0.1595,0.233673,0.1595,0.1595,0.0,0.037271,42.8643,0.233673,38.2533,38.2533,0.0,8.938763,0.0,0.0,8.976034,100.0
46,38.2967,0.2038,2.9168,0.16304,2.9168,2.2437,0.6731,0.365813,49.5766,0.17323,35.3799,35.3799,0.0,6.12886,0.6731,0.137185,6.631858,98.24
47,39.1003,0.19099,0.2668,0.162341,0.2668,0.2668,0.0,0.043313,42.9296,0.18144,38.8335,38.8335,0.0,7.04595,0.0,6e-06,7.089268,100.0
48,22.3379,0.15455,0.0,0.146822,0.0,0.0,0.0,0.0,63.032,0.131367,22.3379,22.3379,0.0,2.934463,0.0,2e-06,2.934465,100.0
49,14.6422,0.14134,0.0,0.120139,0.0,0.0,0.0,0.0,65.5087,0.120139,14.6422,14.6422,0.0,1.759099,0.0,0.0,1.759099,100.0
50,14.6616,0.13485,0.0,0.10788,0.0,0.0,0.0,0.0,75.1987,0.114622,14.6616,14.6616,0.0,1.680542,0.0,4e-06,1.680546,100.0
51,14.671,0.13154,0.0,0.124963,0.0,0.0,0.0,0.0,79.8005,0.111809,14.671,14.671,0.0,1.64035,0.0,0.0,1.64035,100.0
52,15.3341,0.12683,8.7634,0.107805,8.7634,8.7634,0.0,0.944738,82.9464,0.107805,6.5707,6.5707,0.0,0.708354,0.0,0.0,1.653093,100.0
53,22.9598,0.12922,0.1064,0.103376,0.1064,0.0818,0.0246,0.008456,88.7355,0.109837,22.8534,22.8534,0.0,2.510149,0.0246,0.003182,2.521787,99.89
54,38.6347,0.13741,0.0,0.13054,0.0,0.0,0.0,0.0,61.803,0.13054,38.6347,38.6347,0.0,5.043374,0.0,7e-06,5.04338,100.0
55,44.8161,0.15663,0.0,0.133135,0.0,0.0,0.0,0.0,60.1579,0.148798,44.8161,44.8161,0.0,6.668546,0.0,0.0,6.668546,100.0
56,41.6449,0.1936,5.626,0.18392,5.626,5.626,0.0,1.034734,62.9822,0.18392,36.0189,36.0189,0.0,6.624596,0.0,0.0,7.65933,100.0
57,34.1577,0.19066,9.6685,0.162061,9.6685,9.6685,0.0,1.566887,64.2786,0.181127,24.4892,24.4892,0.0,4.435655,0.0,0.0,6.002542,100.0
58,41.6476,0.25138,20.474,0.238811,0.0,0.0,0.0,0.0,92.4349,0.213673,41.6476,41.6476,0.0,8.898968,0.0,3e-06,8.898971,100.0
59,42.4195,0.24031,169.5861,0.192248,42.4195,42.4195,0.0,8.155064,92.3668,0.204263,0.0,0.0,0.0,0.0,0.0,9e-06,8.155073,100.0
60,41.6999,0.22716,211.6187,0.181728,41.6999,41.6999,0.0,7.578039,92.1491,0.193086,0.0,0.0,0.0,0.0,0.0,0.0,7.578039,100.0
61,34.1752,0.21851,269.3019,0.174808,34.1752,34.1752,0.0,5.974098,91.462,0.185733,0.0,0.0,0.0,0.0,0.0,7e-06,5.974106,100.0
62,34.1747,0.15251,32.4381,0.129634,32.4381,32.4381,0.0,4.205081,63.4347,0.144884,1.7366,1.7366,0.0,0.251606,0.0,0.0,4.456686,100.0
63,34.1624,0.15829,7.4732,0.134546,7.4732,7.4732,0.0,1.005489,63.0424,0.150375,26.6892,26.6892,0.0,4.013388,0.0,1e-06,5.018879,100.0
64,43.7069,0.1763,1.2678,0.167485,1.2678,1.2678,0.0,0.212337,62.6717,0.167485,42.4391,42.4391,0.0,7.107913,0.0,0.0,7.32025,100.0
65,45.832,0.19842,0.5178,0.188499,0.0,0.0,0.0,0.0,89.2851,0.168657,45.832,45.832,0.0,7.729888,0.0,7e-06,7.729894,100.0
66,45.8387,0.26973,3.4475,0.215784,3.4475,2.6519,0.7956,0.572238,61.7068,0.256244,42.3912,42.3912,0.0,10.862491,0.7956,0.214584,11.649312,98.26
67,38.3374,0.27139,0.9271,0.230682,0.9271,0.9271,0.0,0.213865,86.8812,0.230682,37.4103,37.4103,0.0,8.629883,0.0,1.3e-05,8.843761,100.0
68,38.3275,0.27165,0.0936,0.258068,0.0,0.0,0.0,0.0,85.7171,0.230902,38.3275,38.3275,0.0,8.849896,0.0,0.0,8.849896,100.0
69,38.2887,0.27022,0.0628,0.229687,0.0628,0.0628,0.0,0.014424,84.8917,0.229687,38.2259,38.2259,0.0,8.779992,0.0,2e-06,8.794418,100.0
70,38.2829,0.20114,0.0275,0.160912,0.0275,0.0211,0.0064,0.003395,83.6504,0.170969,38.2554,38.2554,0.0,6.540487,0.0064,0.001297,6.545179,99.98
71,39.0927,0.19338,0.5661,0.154704,0.5661,0.4354,0.1307,0.067358,56.8331,0.183711,38.5266,38.5266,0.0,7.07776,0.1307,0.025271,7.170389,99.67
72,22.3318,0.14627,0.0,0.12433,0.0,0.0,0.0,0.0,80.97,0.12433,22.3318,22.3318,0.0,2.776513,0.0,0.0,2.776513,100.0
73,14.6234,0.14041,0.0,0.133389,0.0,0.0,0.0,0.0,79.9287,0.119348,14.6234,14.6234,0.0,1.745274,0.0,0.0,1.745274,100.0
74,14.6409,0.13809,0.0,0.110472,0.0,0.0,0.0,0.0,79.9402,0.117376,14.6409,14.6409,0.0,1.71849,0.0,0.0,1.71849,100.0
75,14.6529,0.13371,0.0,0.113653,0.0,0.0,0.0,0.0,76.5345,0.113653,14.6529,14.6529,0.0,1.665346,0.0,2e-06,1.665348,100.0
76,14.8029,0.13716,0.0,0.130302,0.0,0.0,0.0,0.0,74.3877,0.116586,14.8029,14.8029,0.0,1.725811,0.0,0.0,1.725811,100.0
77,22.4399,0.14493,0.0,0.115944,0.0,0.0,0.0,0.0,71.2003,0.12319,22.4399,22.4399,0.0,2.764371,0.0,1e-06,2.764372,100.0
78,38.4009,0.1513,0.0,0.128605,0.0,0.0,0.0,0.0,49.6615,0.143735,38.4009,38.4009,0.0,5.519553,0.0,0.0,5.519553,100.0
79,44.8109,0.15436,0.0,0.146642,0.0,0.0,0.0,0.0,47.5394,0.146642,44.8109,44.8109,0.0,6.57116,0.0,5e-06,6.571165,100.0
80,41.6399,0.16136,2.7491,0.129088,2.7491,2.1147,0.6344,0.272982,45.532,0.153292,38.8908,38.8908,0.0,5.961649,0.6344,0.102361,6.336992,98.48
81,34.1525,0.16727,3.448,0.142179,3.448,3.448,0.0,0.490233,48.3756,0.158907,30.7045,30.7045,0.0,4.87916,0.0,0.0,5.369393,100.0
82,41.642,0.15093,6.7068,0.143383,6.7068,6.7068,0.0,0.961641,48.1989,0.143383,34.9352,34.9352,0.0,5.009114,0.0,0.0,5.970755,100.0
83,42.4126,0.12807,170.4701,0.108859,42.4126,42.4126,0.0,4.616993,47.7645,0.121666,0.0,0.0,0.0,0.0,0.0,0.0,4.616993,100.0
84,41.6911,0.10762,377.0505,0.091477,41.6911,41.6911,0.0,3.813777,47.5733,0.102239,0.0,0.0,0.0,0.0,0.0,4e-06,3.813781,100.0
85,34.1668,0.10713,263.7332,0.091061,34.1668,34.1668,0.0,3.111263,48.7417,0.101774,0.0,0.0,0.0,0.0,0.0,4e-06,3.111267,100.0
86,34.1678,0.11503,93.6065,0.097775,34.1678,34.1678,0.0,3.340757,48.7506,0.109278,0.0,0.0,0.0,0.0,0.0,4e-06,3.34076,100.0
87,34.1554,0.12785,11.8837,0.10228,11.8837,9.1413,2.7424,0.934972,49.4874,0.121457,22.2717,22.2717,0.0,2.705054,2.7424,0.35061,3.990636,91.97
88,43.6993,0.15785,3.8657,0.134173,3.8657,3.8657,0.0,0.518673,48.9183,0.149957,39.8336,39.8336,0.0,5.973327,0.0,1e-06,6.492001,100.0
89,45.8231,0.17448,3.5297,0.165756,0.0,0.0,0.0,0.0,66.1864,0.148308,45.8231,45.8231,0.0,6.795932,0.0,6e-06,6.795938,100.0
90,45.8316,0.17756,10.5725,0.150926,10.5725,10.5725,0.0,1.595665,58.7925,0.150926,35.2591,35.2591,0.0,5.321515,0.0,6e-06,6.917186,100.0
91,38.4744,0.16941,1.153,0.160939,1.153,1.153,0.0,0.185563,46.1121,0.160939,37.3214,37.3214,0.0,6.006469,0.0,0.0,6.192032,100.0
92,38.4562,0.15893,8.3746,0.13509,8.3746,8.3746,0.0,1.131325,43.4923,0.150983,30.0816,30.0816,0.0,4.54181,0.0,0.0,5.673135,100.0
93,38.3869,0.15439,1.1628,0.14667,1.1628,1.1628,0.0,0.170548,43.0237,0.14667,37.2241,37.2241,0.0,5.459659,0.0,0.0,5.630207,100.0
94,38.2784,0.15045,0.8706,0.127883,0.8706,0.8706,0.0,0.111335,37.8163,0.142927,37.4078,37.4078,0.0,5.346585,0.0,5e-06,5.457925,100.0
95,39.0885,0.14383,0.7404,0.136638,0.7404,0.7404,0.0,0.101167,35.1735,0.136638,35.1735,35.1735,0.0,4.806037,3.1746,0.456606,5.36381,91.88
96,22.3276,0.16202,0.0,0.137717,0.0,0.0,0.0,0.0,47.244,0.137717,22.3276,22.3276,0.0,3.07489,0.0,4e-06,3.074894,100.0
97,14.6164,0.1315,0.0,0.124925,0.0,0.0,0.0,0.0,47.1248,0.111775,14.6164,14.6164,0.0,1.633748,0.0,0.0,1.633748,100.0
98,14.6316,0.12795,0.0,0.10236,0.0,0.0,0.0,0.0,46.1074,0.108758,14.6316,14.6316,0.0,1.591304,0.0,0.0,1.591304,100.0
99,14.6422,0.11013,0.0,0.09361,0.0,0.0,0.0,0.0,45.2232,0.09361,14.6422,14.6422,0.0,1.370656,0.0,3e-06,1.370659,100.0
100,14.791,0.10735,0.0,0.101982,0.0,0.0,0.0,0.0,47.1974,0.091247,14.791,14.791,0.0,1.349634,0.0,0.0,1.349634,100.0
101,22.431,0.0988,0.0,0.07904,0.0,0.0,0.0,0.0,49.422,0.07904,22.431,22.431,0.0,1.772946,0.0,0.0,1.772946,100.0
102,38.3946,0.09434,0.0,0.080189,0.0,0.0,0.0,0.0,27.3374,0.089623,27.3374,27.3374,0.0,2.45006,11.0572,1.043138,3.493198,71.2
103,44.8047,0.10338,0.0,0.087873,0.0,0.0,0.0,0.0,36.559,0.098211,36.559,36.559,0.0,3.590496,8.2457,0.852443,4.442939,81.6
104,41.6337,0.10773,1.615,0.086184,1.615,1.2423,0.3727,0.107066,29.1178,0.102344,29.1178,29.1178,0.0,2.980032,11.2736,1.214509,4.301608,72.92
105,34.1464,0.16373,1.6744,0.155543,1.6744,1.6744,0.0,0.260441,25.0,0.155543,25.0,25.0,0.0,3.888575,7.472,1.223393,5.37241,78.12
106,41.6354,0.1145,4.9951,0.097325,4.9951,4.9951,0.0,0.486148,27.7299,0.108775,27.7299,27.7299,0.0,3.01632,8.9104,1.020235,4.522703,78.6
107,42.4073,0.08966,17.6515,0.076211,17.6515,17.6515,0.0,1.345238,26.2154,0.085177,24.7558,24.7558,0.0,2.108625,0.0,0.0,3.453864,100.0
108,41.6843,0.08488,36.8745,0.067904,36.8745,28.365,8.5095,1.926097,25.3654,0.080636,4.8098,4.8098,0.0,0.387843,8.5095,0.72229,3.03623,79.59
109,34.1608,0.07392,24.9636,0.062832,24.9636,24.9636,0.0,1.568513,24.9358,0.070224,9.1972,9.1972,0.0,0.645864,0.0,2e-06,2.214379,100.0
110,34.1615,0.06787,12.9612,0.064476,12.9612,12.9612,0.0,0.835686,24.3282,0.064476,21.2003,21.2003,0.0,1.366911,0.0,0.0,2.202597,100.0
111,34.1493,0.06885,15.2182,0.058522,15.2182,15.2182,0.0,0.8906,22.0616,0.065407,18.9311,18.9311,0.0,1.238226,0.0,1e-06,2.128827,100.0
112,43.6929,0.10296,0.2504,0.097812,0.2504,0.2504,0.0,0.024492,37.8816,0.082368,37.8816,29.1397,8.7419,2.400179,14.3028,1.472615,3.897286,67.27
113,45.8165,0.10652,1.718,0.085216,1.718,1.3215,0.3965,0.112613,28.0241,0.090542,28.0241,28.0241,0.0,2.537358,16.4709,1.754475,4.404446,64.05
114,45.8234,0.10912,1.3254,0.103664,1.3254,1.3254,0.0,0.137396,29.9842,0.092752,29.9842,29.9842,0.0,2.781095,14.5138,1.583745,4.502235,68.33
115,38.4674,0.10745,0.4403,0.08596,0.4403,0.3387,0.1016,0.029115,38.4814,0.08596,38.0271,29.6011,8.426,2.544511,8.5276,0.916288,3.489913,77.83
116,38.4493,0.10774,2.6874,0.091579,2.6874,2.6874,0.0,0.246109,23.4184,0.102353,23.4184,23.4184,0.0,2.396943,12.3435,1.329894,3.972947,67.9
117,38.3807,0.11539,0.6708,0.10962,0.6708,0.6708,0.0,0.073533,21.2813,0.10962,21.2813,21.2813,0.0,2.332856,16.4286,1.895698,4.302088,57.2
118,38.2724,0.10382,2.0843,0.083056,2.0843,1.6033,0.481,0.133164,21.0735,0.098629,21.0735,21.0735,0.0,2.078458,15.5956,1.619137,3.830759,59.25
119,39.0832,0.08527,3.6704,0.07248,3.6704,3.6704,0.0,0.266031,32.4164,0.081006,32.4164,32.4164,0.0,2.625923,2.9964,0.255505,3.147459,92.33
120,22.3219,0.06886,0.0857,0.058531,0.0,0.0,0.0,0.0,55.317,0.055088,22.3219,22.3219,0.0,1.229669,0.0,2e-06,1.229671,100.0
121,14.6063,0.0664,0.0,0.06308,0.0,0.0,0.0,0.0,61.3135,0.05312,14.6063,14.6063,0.0,0.775887,0.0,3e-06,0.77589,100.0
122,14.6216,0.06484,0.0,0.051872,0.0,0.0,0.0,0.0,49.3753,0.051872,14.6216,14.6216,0.0,0.758452,0.0,0.0,0.758452,100.0
123,14.6354,0.06411,0.0461,0.054494,0.0,0.0,0.0,0.0,47.7129,0.051288,14.6354,14.6354,0.0,0.75062,0.0,1e-06,0.750621,100.0
124,15.3033,0.06535,0.0,0.062082,0.0,0.0,0.0,0.0,47.5872,0.05228,15.3033,15.3033,0.0,0.800057,0.0,2e-06,0.800059,100.0
125,22.9424,0.06888,0.0,0.055104,0.0,0.0,0.0,0.0,49.2357,0.055104,22.9424,22.9424,0.0,1.264218,0.0,0.0,1.264218,100.0
126,38.6242,0.074,0.0,0.0629,0.0,0.0,0.0,0.0,31.7417,0.0703,31.7417,31.7417,0.0,2.231442,6.8825,0.509303,2.740745,82.18
127,44.8069,0.10268,0.909,0.087278,0.909,0.909,0.0,0.079336,32.2032,0.097546,32.2032,32.2032,0.0,3.141293,11.6947,1.200812,4.421441,73.9
128,41.6354,0.12079,2.6419,0.11475,2.6419,2.6419,0.0,0.303158,30.9157,0.11475,30.9157,30.9157,0.0,3.547577,8.0778,0.975722,4.826457,80.6
129,34.1493,0.12001,1.1716,0.096008,1.1716,0.9012,0.2704,0.086522,38.1812,0.114009,32.9777,32.9777,0.0,3.759755,0.2704,0.03245,3.878727,99.21
130,41.6392,0.09509,3.3168,0.090335,3.3168,3.3168,0.0,0.299623,31.2607,0.090335,31.2607,31.2607,0.0,2.823935,7.0617,0.671494,3.795052,83.04
131,42.4108,0.08021,166.5562,0.068179,42.4108,42.4108,0.0,2.891526,47.4299,0.0762,0.0,0.0,0.0,0.0,0.0,2e-06,2.891528,100.0
132,41.6908,0.0723,901.6661,0.05784,41.6908,41.6908,0.0,2.411396,49.2276,0.068685,0.0,0.0,0.0,0.0,0.0,0.0,2.411396,100.0
133,34.1669,0.06279,840.8514,0.053371,34.1669,34.1669,0.0,1.823522,47.636,0.05965,0.0,0.0,0.0,0.0,0.0,0.0,1.823522,100.0
134,34.1673,0.05155,593.2621,0.04124,34.1673,34.1673,0.0,1.409059,47.5288,0.048972,0.0,0.0,0.0,0.0,0.0,0.0,1.409059,100.0
135,34.1548,0.0524,180.2678,0.04454,34.1548,34.1548,0.0,1.521255,44.4623,0.04978,0.0,0.0,0.0,0.0,0.0,0.0,1.521255,100.0
136,43.7011,0.09205,4.5921,0.078243,4.5921,4.5921,0.0,0.3593,44.1426,0.087447,39.109,39.109,0.0,3.419965,0.0,0.0,3.779264,100.0
137,45.8234,0.12512,0.8434,0.100096,0.8434,0.6488,0.1946,0.064942,59.0771,0.106352,44.98,44.98,0.0,4.783713,0.1946,0.024346,4.873001,99.58
138,45.8326,0.1454,0.0711,0.13813,0.0,0.0,0.0,0.0,62.5959,0.12359,45.8326,45.8326,0.0,5.664451,0.0,4e-06,5.664455,100.0
139,38.3317,0.16564,0.9685,0.140794,0.9685,0.9685,0.0,0.136359,50.7332,0.157358,37.3632,37.3632,0.0,5.879398,0.0,1e-06,6.015758,100.0
140,38.323,0.17299,0.8843,0.164341,0.8843,0.8843,0.0,0.145327,48.7478,0.164341,37.4387,37.4387,0.0,6.152713,0.0,0.0,6.29804,100.0
141,38.2846,0.17923,0.1729,0.152345,0.1729,0.1729,0.0,0.02634,49.8413,0.170268,38.1117,38.1117,0.0,6.489203,0.0,0.0,6.515543,100.0
142,38.279,0.166,1.2633,0.1328,1.2633,0.9718,0.2915,0.129055,51.2718,0.1577,37.0157,37.0157,0.0,5.837376,0.2915,0.048387,6.014818,99.24
143,39.0893,0.14848,0.0,0.141056,0.0,0.0,0.0,0.0,51.2693,0.141056,39.0893,39.0893,0.0,5.51378,0.0,0.0,5.51378,100.0
144,22.3289,0.119,0.0,0.0952,0.0,0.0,0.0,0.0,83.674,0.10115,22.3289,22.3289,0.0,2.258568,0.0,0.0,2.258568,100.0
145,14.6179,0.11242,0.0,0.095557,0.0,0.0,0.0,0.0,84.0729,0.095557,14.6179,14.6179,0.0,1.396843,0.0,0.0,1.396843,100.0
146,14.6346,0.10252,0.0,0.097394,0.0,0.0,0.0,0.0,84.9087,0.087142,14.6346,14.6346,0.0,1.275288,0.0,1e-06,1.275289,100.0
147,14.6473,0.08989,0.0,0.076407,0.0,0.0,0.0,0.0,111.6467,0.071912,14.6473,14.6473,0.0,1.053317,0.0,2e-06,1.053318,100.0
148,14.7983,0.06841,0.0,0.064989,0.0,0.0,0.0,0.0,116.0857,0.054728,14.7983,14.7983,0.0,0.809881,0.0,2e-06,0.809883,100.0
149,22.4409,0.08774,0.0,0.070192,0.0,0.0,0.0,0.0,114.4372,0.070192,22.4409,22.4409,0.0,1.575172,0.0,0.0,1.575172,100.0
150,38.3996,0.11305,0.0,0.096092,0.0,0.0,0.0,0.0,58.2676,0.107397,38.3996,38.3996,0.0,4.124002,0.0,4e-06,4.124006,100.0
151,44.8012,0.13907,3.0326,0.111256,3.0326,2.3328,0.6998,0.259538,56.7018,0.132116,41.7686,41.7686,0.0,5.5183,0.6998,0.097321,5.875159,98.44
152,41.6284,0.17846,0.2382,0.169537,0.2382,0.2382,0.0,0.040384,54.352,0.169537,41.3902,41.3902,0.0,7.01717,0.0,0.0,7.057554,100.0
153,34.1497,0.16978,2.8946,0.144313,2.8946,2.8946,0.0,0.417728,53.2294,0.161291,31.2551,31.2551,0.0,5.041166,0.0,0.0,5.458895,100.0
154,41.6457,0.22204,2.3908,0.210938,0.0,0.0,0.0,0.0,68.898,0.188734,41.6457,41.6457,0.0,7.85996,0.0,6e-06,7.859965,100.0
155,42.4179,0.19957,119.8461,0.169634,42.4179,42.4179,0.0,7.195518,47.1383,0.189591,0.0,0.0,0.0,0.0,0.0,0.0,7.195518,100.0
156,41.6959,0.194,520.2093,0.1649,41.6959,41.6959,0.0,6.875654,35.9558,0.1843,0.0,0.0,0.0,0.0,0.0,4e-06,6.875658,100.0
157,34.1719,0.1923,1129.3516,0.163455,34.1719,34.1719,0.0,5.585568,32.6664,0.182685,0.0,0.0,0.0,0.0,0.0,7e-06,5.585575,100.0
158,34.1739,0.12899,521.7906,0.109641,34.1739,34.1739,0.0,3.746861,30.6061,0.12254,0.0,0.0,0.0,0.0,0.0,2e-06,3.746862,100.0
159,34.1631,0.14548,113.9814,0.123658,34.1631,34.1631,0.0,4.224541,27.6119,0.138206,0.0,0.0,0.0,0.0,0.0,7e-06,4.224548,100.0
160,43.7069,0.16538,3.6914,0.157111,3.6914,3.6914,0.0,0.57996,23.9267,0.157111,23.9267,23.9267,0.0,3.759148,16.0888,2.660773,6.99988,63.19
161,45.8317,0.18041,8.1063,0.144328,8.1063,6.2356,1.8707,0.899972,28.6919,0.153348,28.6919,28.6919,0.0,4.399845,10.9042,1.967228,7.267045,76.21
162,45.8379,0.25925,0.6146,0.2074,0.6146,0.4728,0.1418,0.098059,28.3832,0.220362,28.3832,28.3832,0.0,6.254579,16.9819,4.402554,10.755192,62.95
163,38.4812,0.25415,0.1394,0.216027,0.1394,0.1394,0.0,0.030114,36.3141,0.216027,36.3141,36.3141,0.0,7.844826,2.0277,0.515329,8.39027,94.73
164,38.4614,0.24198,0.0,0.193584,0.0,0.0,0.0,0.0,39.1152,0.205683,38.4614,38.4614,0.0,7.910856,0.0,2e-06,7.910858,100.0
165,38.3924,0.23914,1.6329,0.227183,0.0,0.0,0.0,0.0,42.9829,0.203269,38.3924,38.3924,0.0,7.803985,0.0,3e-06,7.803988,100.0
166,38.284,0.1612,0.3149,0.12896,0.3149,0.2422,0.0727,0.031234,32.1972,0.15314,32.1972,32.1972,0.0,4.930679,5.8446,0.942146,5.904059,84.73
167,39.0936,0.15415,2.4436,0.131027,2.4436,2.4436,0.0,0.320178,32.5934,0.146443,32.5934,32.5934,0.0,4.773075,4.0566,0.62533,5.718583,89.62
168,22.3343,0.10738,0.0,0.085904,0.0,0.0,0.0,0.0,58.0262,0.091273,22.3343,22.3343,0.0,2.038519,0.0,1e-06,2.03852,100.0
169,14.6274,0.10366,0.0,0.088111,0.0,0.0,0.0,0.0,65.9717,0.088111,14.6274,14.6274,0.0,1.288835,0.0,0.0,1.288835,100.0
170,14.6446,0.0982,0.0,0.08347,0.0,0.0,0.0,0.0,92.7001,0.07856,14.6446,14.6446,0.0,1.15048,0.0,1e-06,1.15048,100.0
171,14.6571,0.08865,0.0,0.084218,0.0,0.0,0.0,0.0,96.3603,0.07092,14.6571,14.6571,0.0,1.039482,0.0,4e-06,1.039486,100.0
172,14.8077,0.09638,0.0,0.077104,0.0,0.0,0.0,0.0,99.3751,0.077104,14.8077,14.8077,0.0,1.141733,0.0,1e-06,1.141734,100.0
