datetime;generacion_kwh;precio_base_eur_kwh;multiplicador;precio_eur_kwh
2025-01-04T15:00:00+01:00;9153494.0;127.85;0.8966;114.62884
2025-01-04T16:00:00+01:00;8788453.0;157.85;0.9109;143.792672
2025-01-04T17:00:00+01:00;8971871.0;174.48;0.9037;157.683066
2025-01-04T18:00:00+01:00;9618312.0;177.56;0.8783;155.952351
2025-01-04T19:00:00+01:00;10297098.0;169.41;0.8516;144.271633
2025-01-04T20:00:00+01:00;11049595.0;158.93;0.822;130.64327
2025-01-04T21:00:00+01:00;11566952.0;154.39;0.8017;123.769955
2025-01-04T22:00:00+01:00;11501787.0;150.45;0.8042;120.996951
2025-01-04T23:00:00+01:00;11105066.0;143.83;0.8198;117.917024
2025-01-05T00:00:00+01:00;11089224.0;162.02;0.8205;132.930788
2025-01-05T01:00:00+01:00;11223153.0;131.5;0.8152;107.197735
2025-01-05T02:00:00+01:00;11204139.0;127.95;0.8159;104.399484
2025-01-05T03:00:00+01:00;11157435.0;110.13;0.8178;90.061725
2025-01-05T04:00:00+01:00;11129772.0;107.35;0.8189;87.905097
2025-01-05T05:00:00+01:00;11445405.0;98.8;0.8065;79.677365
2025-01-05T06:00:00+01:00;11659819.0;94.34;0.798;75.285063
2025-01-05T07:00:00+01:00;12099781.0;103.38;0.7807;80.710361
2025-01-05T08:00:00+01:00;12367886.0;107.73;0.7702;82.97055
2025-01-05T09:00:00+01:00;12354460.0;163.73;0.7707;126.186594
2025-01-05T10:00:00+01:00;12464247.0;114.5;0.7664;87.750685
2025-01-05T11:00:00+01:00;13261474.0;89.66;0.735;65.90259
2025-01-05T12:00:00+01:00;14206754.0;84.88;0.7;59.416
2025-01-05T13:00:00+01:00;15205270.0;73.92;0.7;51.744
2025-01-05T14:00:00+01:00;15911452.0;67.87;0.7;47.509
2025-01-05T15:00:00+01:00;15980543.0;68.85;0.7;48.195
2025-01-05T16:00:00+01:00;16094603.0;102.96;0.7;72.072
2025-01-05T17:00:00+01:00;15293268.0;106.52;0.7;74.564
2025-01-05T18:00:00+01:00;15231945.0;109.12;0.7;76.384
2025-01-05T19:00:00+01:00;15089938.0;107.45;0.7;75.215
2025-01-05T20:00:00+01:00;15468129.0;107.74;0.7;75.418
2025-01-05T21:00:00+01:00;15582126.0;115.39;0.7;80.773
2025-01-05T22:00:00+01:00;15456957.0;103.82;0.7;72.674
2025-01-05T23:00:00+01:00;15671528.0;85.27;0.7;59.689
2025-01-06T00:00:00+01:00;15747078.0;68.86;0.7;48.202
2025-01-06T01:00:00+01:00;15537138.0;66.4;0.7;46.48
2025-01-06T02:00:00+01:00;14118986.0;64.84;0.7013;45.472493
2025-01-06T03:00:00+01:00;11979600.0;64.11;0.7854;50.354685
2025-01-06T04:00:00+01:00;10742299.0;65.35;0.8341;54.508642
2025-01-06T05:00:00+01:00;12180084.0;68.88;0.7776;53.558142
2025-01-06T06:00:00+01:00;11941591.0;74.0;0.7869;58.233324
2025-01-06T07:00:00+01:00;10919217.0;102.68;0.8271;84.931274
2025-01-06T08:00:00+01:00;9897413.0;120.79;0.8673;104.764945
2025-01-06T09:00:00+01:00;9026441.0;120.01;0.9016;108.199253
2025-01-06T10:00:00+01:00;8628929.0;95.09;0.9172;87.218342
2025-01-06T11:00:00+01:00;9351634.0;80.21;0.8888;71.290323
2025-01-06T12:00:00+01:00;10712764.0;72.3;0.8353;60.389641
2025-01-06T13:00:00+01:00;11644944.0;62.79;0.7986;50.144313
2025-01-06T14:00:00+01:00;12767762.0;51.55;0.7544;38.891626
2025-01-06T15:00:00+01:00;12565482.0;52.4;0.7624;39.949765
2025-01-06T16:00:00+01:00;12522107.0;92.05;0.7641;70.335955
2025-01-06T17:00:00+01:00;12253211.0;125.12;0.7747;96.928119
2025-01-06T18:00:00+01:00;13248807.0;145.4;0.7355;106.945473
2025-01-06T19:00:00+01:00;13659623.0;165.64;0.7194;119.156309
2025-01-06T20:00:00+01:00;13389370.0;172.99;0.73;126.282322
2025-01-06T21:00:00+01:00;13523111.0;179.23;0.7247;129.894789
2025-01-06T22:00:00+01:00;13568499.0;166.0;0.723;120.010188
2025-01-06T23:00:00+01:00;12650025.0;148.48;0.7591;112.707479
2025-01-07T00:00:00+01:00;11735173.0;119.0;0.7951;94.611535
2025-01-07T01:00:00+01:00;11490700.0;112.42;0.8047;90.460965
2025-01-07T02:00:00+01:00;11648492.0;102.52;0.7985;81.858524
2025-01-07T03:00:00+01:00;11541566.0;89.89;0.8027;72.151934
2025-01-07T04:00:00+01:00;11454944.0;68.41;0.8061;55.143653
2025-01-07T05:00:00+01:00;12100220.0;87.74;0.7807;68.498457
2025-01-07T06:00:00+01:00;12737545.0;113.05;0.7556;85.424324
2025-01-07T07:00:00+01:00;13415083.0;139.07;0.729;101.380161
2025-01-07T08:00:00+01:00;12799188.0;178.46;0.7532;134.417641
2025-01-07T09:00:00+01:00;12491674.0;169.78;0.7653;129.93312
2025-01-07T10:00:00+01:00;12597594.0;222.04;0.7611;169.002901
2025-01-07T11:00:00+01:00;12906498.0;199.57;0.749;149.475625
2025-01-07T12:00:00+01:00;13998461.0;194.0;0.706;136.972376
2025-01-07T13:00:00+01:00;14575727.0;192.3;0.7;134.61
2025-01-07T14:00:00+01:00;14531626.0;128.99;0.7;90.293
2025-01-07T15:00:00+01:00;14858115.0;145.48;0.7;101.836
2025-01-07T16:00:00+01:00;14706720.0;165.38;0.7;115.766
2025-01-07T17:00:00+01:00;14833694.0;180.41;0.7;126.287
2025-01-07T18:00:00+01:00;14887301.0;259.25;0.7;181.475
2025-01-07T19:00:00+01:00;15272749.0;254.15;0.7;177.905
2025-01-07T20:00:00+01:00;15453009.0;241.98;0.7;169.386
2025-01-07T21:00:00+01:00;15401849.0;239.14;0.7;167.398
2025-01-07T22:00:00+01:00;14911187.0;161.2;0.7;112.84
2025-01-07T23:00:00+01:00;14332426.0;154.15;0.7;107.905
2025-01-08T00:00:00+01:00;14304700.0;107.38;0.7;75.166
2025-01-08T01:00:00+01:00;13739596.0;103.66;0.7162;74.243775
2025-01-08T02:00:00+01:00;13358320.0;98.2;0.7312;71.805702
2025-01-08T03:00:00+01:00;12983036.0;88.65;0.746;66.130979
2025-01-08T04:00:00+01:00;12682728.0;96.38;0.7578;73.035703
2025-01-08T05:00:00+01:00;12187407.0;108.18;0.7773;84.084985
2025-01-08T06:00:00+01:00;12558257.0;134.24;0.7627;102.382734
2025-01-08T07:00:00+01:00;12189695.0;158.54;0.7772;123.213997
2025-01-08T08:00:00+01:00;12304660.0;194.35;0.7727;150.166052
2025-01-08T09:00:00+01:00;12398091.0;188.89;0.769;145.253263
2025-01-08T10:00:00+01:00;12628912.0;231.86;0.7599;176.191688
2025-01-08T11:00:00+01:00;12600303.0;227.96;0.761;173.484546
2025-01-08T12:00:00+01:00;13055239.0;218.25;0.7431;162.190019
2025-01-08T13:00:00+01:00;14265659.0;208.43;0.7;145.901
2025-01-08T14:00:00+01:00;14694467.0;142.52;0.7;99.764
2025-01-08T15:00:00+01:00;14851988.0;145.21;0.7;101.647
2025-01-08T16:00:00+01:00;15616607.0;160.98;0.7;112.686
2025-01-08T17:00:00+01:00;16214843.0;167.62;0.7;117.334
2025-01-08T18:00:00+01:00;16465478.0;244.1;0.7;170.87
2025-01-08T19:00:00+01:00;17162235.0;255.03;0.7;178.521
2025-01-08T20:00:00+01:00;17325166.0;248.29;0.7;173.803
2025-01-08T21:00:00+01:00;17564753.0;235.12;0.7;164.584
2025-01-08T22:00:00+01:00;18131875.0;170.21;0.7;119.147
2025-01-08T23:00:00+01:00;18183451.0;156.74;0.7;109.718
2025-01-09T00:00:00+01:00;18355062.0;94.07;0.7;65.849
2025-01-09T01:00:00+01:00;18480315.0;81.12;0.7;56.784
2025-01-09T02:00:00+01:00;18696298.0;71.62;0.7;50.134
2025-01-09T03:00:00+01:00;18783331.0;51.25;0.7;35.875
2025-01-09T04:00:00+01:00;18753052.0;35.14;0.7;24.598
2025-01-09T05:00:00+01:00;18729023.0;56.11;0.7;39.277
2025-01-09T06:00:00+01:00;18551276.0;93.86;0.7;65.702
2025-01-09T07:00:00+01:00;18458433.0;126.5;0.7;88.55
2025-01-09T08:00:00+01:00;17689500.0;159.26;0.7;111.482
2025-01-09T09:00:00+01:00;16576751.0;162.84;0.7;113.988
2025-01-09T10:00:00+01:00;16223629.0;221.83;0.7;155.281
2025-01-09T11:00:00+01:00;16222293.0;214.19;0.7;149.933
2025-01-09T12:00:00+01:00;15093639.0;212.37;0.7;148.659
2025-01-09T13:00:00+01:00;14068777.0;200.68;0.7033;141.133779
2025-01-09T14:00:00+01:00;13953140.0;134.3;0.7078;95.060976
2025-01-09T15:00:00+01:00;13825285.0;142.34;0.7129;101.467628
2025-01-09T16:00:00+01:00;12824348.0;170.41;0.7522;128.185689
2025-01-09T17:00:00+01:00;11782699.0;192.05;0.7932;152.331331
2025-01-09T18:00:00+01:00;11261513.0;264.42;0.8137;215.154127
2025-01-09T19:00:00+01:00;11382020.0;265.11;0.8089;214.459117
2025-01-09T20:00:00+01:00;11270605.0;273.42;0.8133;222.379509
2025-01-09T21:00:00+01:00;11458363.0;266.98;0.8059;215.170246
2025-01-09T22:00:00+01:00;11934167.0;176.99;0.7872;139.331622
2025-01-09T23:00:00+01:00;12502397.0;164.65;0.7649;125.93768
2025-01-10T00:00:00+01:00;12930639.0;130.15;0.748;97.357279
2025-01-10T01:00:00+01:00;12790054.0;110.98;0.7536;83.630979
2025-01-10T02:00:00+01:00;12307261.0;104.63;0.7726;80.832487
2025-01-10T03:00:00+01:00;12188307.0;100.16;0.7772;77.847741
2025-01-10T04:00:00+01:00;12218416.0;100.82;0.776;78.24133
2025-01-10T05:00:00+01:00;12123395.0;116.34;0.7798;90.720388
2025-01-10T06:00:00+01:00;11900409.0;135.25;0.7886;106.652257
2025-01-10T07:00:00+01:00;11648432.0;155.6;0.7985;124.241358
2025-01-10T08:00:00+01:00;11549676.0;195.8;0.8024;157.100177
2025-01-10T09:00:00+01:00;10965672.0;192.81;0.8253;159.129611
2025-01-10T10:00:00+01:00;11196608.0;240.34;0.8162;196.17413
2025-01-10T11:00:00+01:00;11809114.0;229.1;0.7921;181.480861
2025-01-10T12:00:00+01:00;12289617.0;222.14;0.7732;171.769635
2025-01-10T13:00:00+01:00;12833910.0;217.95;0.7518;163.864232
2025-01-10T14:00:00+01:00;12589005.0;157.63;0.7615;120.031301
2025-01-10T15:00:00+01:00;12368371.0;163.57;0.7702;125.973793
2025-01-10T16:00:00+01:00;12035367.0;172.31;0.7832;134.96159
2025-01-10T17:00:00+01:00;13358911.0;186.4;0.7312;136.294883
2025-01-10T18:00:00+01:00;13738782.0;265.33;0.7163;190.044195
2025-01-10T19:00:00+01:00;13317587.0;263.84;0.7328;193.347475
2025-01-10T20:00:00+01:00;13863849.0;256.63;0.7113;182.550482
2025-01-10T21:00:00+01:00;13990612.0;242.95;0.7064;171.608186
2025-01-10T22:00:00+01:00;15133122.0;174.9;0.7;122.43
2025-01-10T23:00:00+01:00;15382722.0;169.26;0.7;118.482
2025-01-11T00:00:00+01:00;15630369.0;150.56;0.7;105.392
2025-01-11T01:00:00+01:00;15507643.0;140.83;0.7;98.581
2025-01-11T02:00:00+01:00;14910334.0;138.88;0.7;97.216
2025-01-11T03:00:00+01:00;14926097.0;123.61;0.7;86.527
2025-01-11T04:00:00+01:00;14757836.0;120.27;0.7;84.189
2025-01-11T05:00:00+01:00;14394088.0;124.61;0.7;87.227
2025-01-11T06:00:00+01:00;13714750.0;134.89;0.7172;96.743257
2025-01-11T07:00:00+01:00;14211834.0;115.11;0.7;80.577
2025-01-11T08:00:00+01:00;13919242.0;127.11;0.7092;90.141168
2025-01-11T09:00:00+01:00;13567990.0;140.85;0.723;101.830741
2025-01-11T10:00:00+01:00;12885259.0;145.12;0.7498;108.814423
2025-01-11T11:00:00+01:00;12846338.0;120.11;0.7514;90.245184
2025-01-11T12:00:00+01:00;12985382.0;109.08;0.7459;81.361252
2025-01-11T13:00:00+01:00;12776755.0;98.95;0.7541;74.617309
2025-01-11T14:00:00+01:00;13454479.0;92.29;0.7274;67.135177
2025-01-11T15:00:00+01:00;13154647.0;87.32;0.7392;64.549487
2025-01-11T16:00:00+01:00;12754991.0;113.32;0.7549;85.550594
2025-01-11T17:00:00+01:00;12198478.0;151.49;0.7768;117.682556
2025-01-11T18:00:00+01:00;12696792.0;151.21;0.7572;114.501637
2025-01-11T19:00:00+01:00;12891140.0;156.48;0.7496;117.296228
2025-01-11T20:00:00+01:00;13101611.0;152.29;0.7413;112.894854
2025-01-11T21:00:00+01:00;12681435.0;150.47;0.7578;114.032161
2025-01-11T22:00:00+01:00;12719935.0;149.16;0.7563;112.813541
2025-01-11T23:00:00+01:00;12750184.0;144.09;0.7551;108.807553
2025-01-12T00:00:00+01:00;12725081.0;161.31;0.7561;121.970251
2025-01-12T01:00:00+01:00;12543014.0;150.92;0.7633;115.194781
2025-01-12T02:00:00+01:00;12168757.0;145.26;0.778;113.012673
2025-01-12T03:00:00+01:00;11990132.0;141.9;0.785;111.395439
2025-01-12T04:00:00+01:00;11826572.0;142.32;0.7915;112.640634
2025-01-12T05:00:00+01:00;11890635.0;141.83;0.7889;111.895478
2025-01-12T06:00:00+01:00;12207902.0;140.87;0.7765;109.38037
2025-01-12T07:00:00+01:00;12248461.0;131.22;0.7749;101.678188
2025-01-12T08:00:00+01:00;12527934.0;133.51;0.7639;101.985193
2025-01-12T09:00:00+01:00;12048624.0;144.91;0.7827;113.425021
2025-01-12T10:00:00+01:00;11529182.0;77.99;0.8032;62.638155
2025-01-12T11:00:00+01:00;10173611.0;40.44;0.8565;34.635599
2025-01-12T12:00:00+01:00;8822125.0;29.27;0.9096;26.624599
2025-01-12T13:00:00+01:00;8284772.0;29.3;0.9308;27.271093
2025-01-12T14:00:00+01:00;8032138.0;28.92;0.9407;27.204748
2025-01-12T15:00:00+01:00;8660150.0;28.75;0.916;26.334741
2025-01-12T16:00:00+01:00;10626439.0;42.01;0.8387;35.232097
2025-01-12T17:00:00+01:00;12057545.0;139.48;0.7824;109.125875
2025-01-12T18:00:00+01:00;13224674.0;165.33;0.7365;121.761422
2025-01-12T19:00:00+01:00;14241133.0;172.93;0.7;121.051
2025-01-12T20:00:00+01:00;14157039.0;169.45;0.7;118.615
2025-01-12T21:00:00+01:00;13927385.0;174.24;0.7088;123.508018
2025-01-12T22:00:00+01:00;13339348.0;167.29;0.732;122.450443
2025-01-12T23:00:00+01:00;12519643.0;167.75;0.7642;128.195033
2025-01-13T00:00:00+01:00;12015802.0;145.64;0.784;114.18441
2025-01-13T01:00:00+01:00;11284851.0;137.7;0.8128;111.917797
2025-01-13T02:00:00+01:00;10682658.0;138.97;0.8364;116.241285
2025-01-13T03:00:00+01:00;10263199.0;136.35;0.8529;116.299113
2025-01-13T04:00:00+01:00;10005711.0;136.15;0.8631;117.507264
2025-01-13T05:00:00+01:00;9573193.0;142.62;0.8801;125.517347
2025-01-13T06:00:00+01:00;9548018.0;160.41;0.8811;141.332834
2025-01-13T07:00:00+01:00;9735996.0;169.49;0.8737;148.07995
2025-01-13T08:00:00+01:00;9627963.0;239.08;0.8779;209.895109
2025-01-13T09:00:00+01:00;9160457.0;197.37;0.8963;176.905624
2025-01-13T10:00:00+01:00;8549898.0;242.48;0.9203;223.160899
2025-01-13T11:00:00+01:00;7239218.0;225.55;0.9719;219.206209
2025-01-13T12:00:00+01:00;6851173.0;218.9;0.9871;216.083929
2025-01-13T13:00:00+01:00;7182696.0;211.53;0.9741;206.050749
2025-01-13T14:00:00+01:00;7349637.0;151.76;0.9675;146.832582
2025-01-13T15:00:00+01:00;7579547.0;159.36;0.9585;152.744885
2025-01-13T16:00:00+01:00;7800124.0;176.53;0.9498;167.670758
2025-01-13T17:00:00+01:00;8940070.0;195.28;0.905;176.724914
2025-01-13T18:00:00+01:00;9343040.0;275.33;0.8891;244.805248
2025-01-13T19:00:00+01:00;10062699.0;276.88;0.8608;238.346839
2025-01-13T20:00:00+01:00;10199989.0;265.29;0.8554;226.9374
2025-01-13T21:00:00+01:00;9893810.0;262.42;0.8675;227.642259
2025-01-13T22:00:00+01:00;9024173.0;188.78;0.9017;170.218113
2025-01-13T23:00:00+01:00;8332587.0;173.32;0.9289;160.992364
2025-01-14T00:00:00+01:00;8036500.0;146.81;0.9405;138.077479
2025-01-14T01:00:00+01:00;7450499.0;142.96;0.9636;137.751218
2025-01-14T02:00:00+01:00;7246798.0;141.49;0.9716;137.46829
2025-01-14T03:00:00+01:00;7498617.0;136.21;0.9617;130.98939
2025-01-14T04:00:00+01:00;7072436.0;136.39;0.9784;133.448533
2025-01-14T05:00:00+01:00;6970593.0;136.9;0.9824;134.495864
2025-01-14T06:00:00+01:00;7355748.0;162.82;0.9673;157.494349
2025-01-14T07:00:00+01:00;6599167.0;179.86;0.997;179.328761
2025-01-14T08:00:00+01:00;5739819.0;239.76;1.0308;247.154978
2025-01-14T09:00:00+01:00;5160672.0;199.01;1.0536;209.680964
2025-01-14T10:00:00+01:00;3980419.0;241.09;1.1;265.20812
2025-01-14T11:00:00+01:00;2979488.0;219.04;1.1394;249.574823
2025-01-14T12:00:00+01:00;2246168.0;216.32;1.1682;252.714398
2025-01-14T13:00:00+01:00;1916601.0;213.38;1.1812;252.045462
2025-01-14T14:00:00+01:00;1763139.0;151.36;1.1872;179.700668
2025-01-14T15:00:00+01:00;1736866.0;152.93;1.1883;181.722654
2025-01-14T16:00:00+01:00;1893611.0;174.11;1.1821;205.816976
2025-01-14T17:00:00+01:00;2256537.0;207.14;1.1678;241.905453
2025-01-14T18:00:00+01:00;2970276.0;307.9;1.1398;350.933719
2025-01-14T19:00:00+01:00;3469349.0;309.13;1.1201;346.26809
2025-01-14T20:00:00+01:00;4047912.0;281.07;1.0974;308.441561
2025-01-14T21:00:00+01:00;4768335.0;265.68;1.0691;284.025275
2025-01-14T22:00:00+01:00;5014589.0;196.98;1.0594;208.673809
2025-01-14T23:00:00+01:00;4899762.0;190.97;1.0639;203.169438
2025-01-15T00:00:00+01:00;4830793.0;156.72;1.0666;167.156594
2025-01-15T01:00:00+01:00;4410432.0;146.08;1.0831;158.223055
2025-01-15T02:00:00+01:00;3949308.0;142.65;1.1013;157.094936
2025-01-15T03:00:00+01:00;3574122.0;139.52;1.116;155.706676
2025-01-15T04:00:00+01:00;3216614.0;139.36;1.1301;157.48755
2025-01-15T05:00:00+01:00;3260398.0;138.84;1.1284;156.660833
2025-01-15T06:00:00+01:00;3444211.0;158.77;1.1211;178.001189
2025-01-15T07:00:00+01:00;3624168.0;194.79;1.114;217.005536
2025-01-15T08:00:00+01:00;4179701.0;289.71;1.0922;316.421368
2025-01-15T09:00:00+01:00;4473035.0;208.27;1.0807;225.069886
2025-01-15T10:00:00+01:00;3932257.0;249.28;1.1019;274.689601
2025-01-15T11:00:00+01:00;3575932.0;241.34;1.1159;269.322335
2025-01-15T12:00:00+01:00;4119347.0;231.68;1.0946;253.590904
2025-01-15T13:00:00+01:00;5178681.0;227.24;1.0529;239.263716
2025-01-15T14:00:00+01:00;6297403.0;156.32;1.0089;157.713484
2025-01-15T15:00:00+01:00;7155018.0;159.62;0.9752;155.659123
2025-01-15T16:00:00+01:00;7626525.0;178.58;0.9566;170.837113
2025-01-15T17:00:00+01:00;9496760.0;186.75;0.8831;164.916752
2025-01-15T18:00:00+01:00;10986320.0;281.95;0.8245;232.46952
2025-01-15T19:00:00+01:00;12519351.0;296.2;0.7642;226.360295
2025-01-15T20:00:00+01:00;13140677.0;284.17;0.7398;210.222868
2025-01-15T21:00:00+01:00;13816356.0;263.61;0.7132;188.007995
2025-01-15T22:00:00+01:00;13911406.0;184.51;0.7095;130.903741
2025-01-15T23:00:00+01:00;13762236.0;168.43;0.7153;120.48363
2025-01-16T00:00:00+01:00;13325691.0;150.65;0.7325;110.351459
2025-01-16T01:00:00+01:00;12937861.0;145.3;0.7478;108.6488
2025-01-16T02:00:00+01:00;12599795.0;141.93;0.7611;108.015915
2025-01-16T03:00:00+01:00;12067481.0;132.65;0.782;103.730408
2025-01-16T04:00:00+01:00;11283473.0;132.74;0.8128;107.893674
2025-01-16T05:00:00+01:00;10788841.0;142.58;0.8323;118.665448
2025-01-16T06:00:00+01:00;10175015.0;155.27;0.8564;132.97534
2025-01-16T07:00:00+01:00;9463282.0;173.04;0.8844;153.037442
2025-01-16T08:00:00+01:00;8726186.0;260.55;0.9134;237.984778
2025-01-16T09:00:00+01:00;7214903.0;205.11;0.9728;199.537243
2025-01-16T10:00:00+01:00;5690796.0;239.85;1.0328;247.710185
2025-01-16T11:00:00+01:00;5441247.0;221.98;1.0426;231.433161
2025-01-16T12:00:00+01:00;5169244.0;224.03;1.0533;235.967016
2025-01-16T13:00:00+01:00;4847014.0;227.0;1.066;241.971998
2025-01-16T14:00:00+01:00;4702092.0;155.66;1.0717;166.813896
2025-01-16T15:00:00+01:00;4734766.0;161.31;1.0704;172.661463
2025-01-16T16:00:00+01:00;4956986.0;161.98;1.0616;171.962974
2025-01-16T17:00:00+01:00;5661355.0;193.85;1.0339;200.42716
2025-01-16T18:00:00+01:00;6738540.0;305.12;0.9916;302.546326
2025-01-16T19:00:00+01:00;7806278.0;300.17;0.9496;285.033177
