datetime;generacion_kwh;precio_base_eur_kwh;multiplicador;precio_eur_kwh
2025-03-09T03:00:00+01:00;9656139.0;91.61;0.8768;80.325501
2025-03-09T04:00:00+01:00;9094704.0;89.37;0.8989;80.334749
2025-03-09T05:00:00+01:00;8376343.0;90.16;0.9272;83.592087
2025-03-09T06:00:00+01:00;7947359.0;88.82;0.944;83.848211
2025-03-09T07:00:00+01:00;7829803.0;87.96;0.9486;83.443016
2025-03-09T08:00:00+01:00;7350392.0;142.09;0.9675;137.472333
2025-03-09T09:00:00+01:00;7071919.0;78.5;0.9785;76.808619
2025-03-09T10:00:00+01:00;7428181.0;49.1;0.9644;47.354126
2025-03-09T11:00:00+01:00;7899956.0;44.18;0.9459;41.789344
2025-03-09T12:00:00+01:00;7944631.0;48.25;0.9441;45.554334
2025-03-09T13:00:00+01:00;7242144.0;40.84;0.9718;39.68664
2025-03-09T14:00:00+01:00;6691675.0;37.23;0.9934;36.984586
2025-03-09T15:00:00+01:00;6439324.0;57.24;1.0033;57.430767
2025-03-09T16:00:00+01:00;5548217.0;84.02;1.0384;87.244576
2025-03-09T17:00:00+01:00;5757805.0;97.94;1.0301;100.891509
2025-03-09T18:00:00+01:00;5291383.0;146.27;1.0485;153.361107
2025-03-09T19:00:00+01:00;4557387.0;177.82;1.0773;191.573761
2025-03-09T20:00:00+01:00;4107223.0;180.9;1.0951;198.094693
2025-03-09T21:00:00+01:00;4797837.0;169.86;1.0679;181.391795
2025-03-09T22:00:00+01:00;5306026.0;150.01;1.0479;157.196031
2025-03-09T23:00:00+01:00;5442007.0;144.53;1.0426;150.680583
2025-03-10T00:00:00+01:00;5182457.0;120.05;1.0528;126.384254
2025-03-10T01:00:00+01:00;4767851.0;113.42;1.0691;121.25384
2025-03-10T02:00:00+01:00;4358750.0;109.62;1.0852;118.95509
2025-03-10T03:00:00+01:00;3961473.0;109.06;1.1008;120.051388
2025-03-10T04:00:00+01:00;3797124.0;103.58;1.1072;114.688597
2025-03-10T05:00:00+01:00;3627993.0;109.8;1.1139;122.306024
2025-03-10T06:00:00+01:00;3579601.0;136.12;1.1158;151.882887
2025-03-10T07:00:00+01:00;3643028.0;161.17;1.1133;179.431675
2025-03-10T08:00:00+01:00;3658494.0;192.5;1.1127;214.194492
2025-03-10T09:00:00+01:00;3609014.0;148.62;1.1146;165.658485
2025-03-10T10:00:00+01:00;4085708.0;198.0;1.0959;216.9876
2025-03-10T11:00:00+01:00;4804694.0;191.7;1.0676;204.662816
2025-03-10T12:00:00+01:00;5167527.0;190.3;1.0534;200.452627
2025-03-10T13:00:00+01:00;5585666.0;189.24;1.0369;196.224065
2025-03-10T14:00:00+01:00;5942053.0;123.01;1.0229;125.825661
2025-03-10T15:00:00+01:00;6234989.0;117.53;1.0114;118.866193
2025-03-10T16:00:00+01:00;6546583.0;128.81;0.9991;128.695929
2025-03-10T17:00:00+01:00;6518813.0;154.35;1.0002;154.381885
2025-03-10T18:00:00+01:00;6877621.0;244.09;0.9861;240.695976
2025-03-10T19:00:00+01:00;7337549.0;281.04;0.968;272.048662
2025-03-10T20:00:00+01:00;8116443.0;256.11;0.9374;240.070899
2025-03-10T21:00:00+01:00;9320733.0;231.34;0.89;205.895201
2025-03-10T22:00:00+01:00;9991337.0;155.88;0.8636;134.623796
2025-03-10T23:00:00+01:00;10159599.0;148.57;0.857;127.327446
2025-03-11T00:00:00+01:00;10007604.0;121.11;0.863;104.517643
2025-03-11T01:00:00+01:00;9739599.0;118.13;0.8735;103.191028
2025-03-11T02:00:00+01:00;9514801.0;115.98;0.8824;102.338298
2025-03-11T03:00:00+01:00;8508967.0;111.97;0.9219;103.229262
2025-03-11T04:00:00+01:00;7943493.0;111.81;0.9442;105.568323
2025-03-11T05:00:00+01:00;7676210.0;121.67;0.9547;116.156874
2025-03-11T06:00:00+01:00;7620704.0;123.26;0.9569;117.943901
2025-03-11T07:00:00+01:00;7545967.0;146.47;0.9598;140.583392
2025-03-11T08:00:00+01:00;6839125.0;188.32;0.9876;185.986562
2025-03-11T09:00:00+01:00;6433606.0;154.31;1.0036;154.85898
2025-03-11T10:00:00+01:00;6707028.0;207.32;0.9928;205.8282
2025-03-11T11:00:00+01:00;7130188.0;194.13;0.9762;189.502351
2025-03-11T12:00:00+01:00;7011757.0;196.1;0.9808;192.338768
2025-03-11T13:00:00+01:00;6782261.0;187.88;0.9898;185.972184
2025-03-11T14:00:00+01:00;7163846.0;121.05;0.9748;118.004187
2025-03-11T15:00:00+01:00;7012866.0;116.7;0.9808;114.456584
2025-03-11T16:00:00+01:00;7567702.0;117.01;0.959;112.207364
2025-03-11T17:00:00+01:00;7117155.0;131.25;0.9767;128.188552
2025-03-11T18:00:00+01:00;6887930.0;237.22;0.9857;233.825324
2025-03-11T19:00:00+01:00;7142540.0;285.68;0.9757;278.731212
2025-03-11T20:00:00+01:00;7327647.0;261.77;0.9684;253.497111
2025-03-11T21:00:00+01:00;6913119.0;239.97;0.9847;236.298246
2025-03-11T22:00:00+01:00;6996331.0;163.99;0.9814;160.944133
2025-03-11T23:00:00+01:00;7595745.0;162.07;0.9579;155.239146
2025-03-12T00:00:00+01:00;8070990.0;116.18;0.9392;109.111815
2025-03-12T01:00:00+01:00;8535093.0;103.02;0.9209;94.872075
2025-03-12T02:00:00+01:00;9595660.0;100.79;0.8792;88.614444
2025-03-12T03:00:00+01:00;9879117.0;101.04;0.8681;87.707856
2025-03-12T04:00:00+01:00;9272845.0;101.05;0.8919;90.12595
2025-03-12T05:00:00+01:00;8915056.0;98.67;0.906;89.391657
2025-03-12T06:00:00+01:00;8640189.0;109.09;0.9168;100.011096
2025-03-12T07:00:00+01:00;8387626.0;133.15;0.9267;123.391297
2025-03-12T08:00:00+01:00;7907601.0;159.58;0.9456;150.896872
2025-03-12T09:00:00+01:00;7551010.0;135.67;0.9596;130.190534
2025-03-12T10:00:00+01:00;7769617.0;193.33;0.951;183.859599
2025-03-12T11:00:00+01:00;8321161.0;188.02;0.9293;174.731295
2025-03-12T12:00:00+01:00;8805790.0;185.46;0.9103;168.81741
2025-03-12T13:00:00+01:00;9253077.0;181.8;0.8927;162.287779
2025-03-12T14:00:00+01:00;9502236.0;117.34;0.8829;103.596318
2025-03-12T15:00:00+01:00;9468376.0;121.22;0.8842;107.183289
2025-03-12T16:00:00+01:00;8622341.0;126.32;0.9175;115.895816
2025-03-12T17:00:00+01:00;7652767.0;157.89;0.9556;150.88124
2025-03-12T18:00:00+01:00;6911384.0;256.64;0.9848;252.730692
2025-03-12T19:00:00+01:00;6929647.0;310.56;0.984;305.606285
2025-03-12T20:00:00+01:00;7396462.0;273.6;0.9657;264.212771
2025-03-12T21:00:00+01:00;6972207.0;257.49;0.9824;252.951808
2025-03-12T22:00:00+01:00;6280766.0;179.47;1.0096;181.187279
2025-03-12T23:00:00+01:00;5276450.0;170.36;1.0491;178.719031
2025-03-13T00:00:00+01:00;5138822.0;138.26;1.0545;145.792345
2025-03-13T01:00:00+01:00;4898981.0;134.52;1.0639;143.117463
2025-03-13T02:00:00+01:00;4484105.0;133.24;1.0802;143.92966
2025-03-13T03:00:00+01:00;4562060.0;123.92;1.0772;133.482009
2025-03-13T04:00:00+01:00;4637700.0;118.84;1.0742;127.656496
2025-03-13T05:00:00+01:00;4134442.0;127.41;1.094;139.384034
2025-03-13T06:00:00+01:00;4304253.0;140.7;1.0873;152.98338
2025-03-13T07:00:00+01:00;4676387.0;187.45;1.0727;201.071325
2025-03-13T08:00:00+01:00;4676502.0;217.75;1.0727;233.572134
2025-03-13T09:00:00+01:00;4878064.0;192.89;1.0647;205.376693
2025-03-13T10:00:00+01:00;5241932.0;230.9;1.0504;242.542995
2025-03-13T11:00:00+01:00;6044396.0;221.11;1.0189;225.281172
2025-03-13T12:00:00+01:00;6958079.0;212.2;0.9829;208.577937
2025-03-13T13:00:00+01:00;7159150.0;201.15;0.975;196.125892
2025-03-13T14:00:00+01:00;7467304.0;135.54;0.9629;130.511987
2025-03-13T15:00:00+01:00;8007709.0;137.58;0.9417;129.552278
2025-03-13T16:00:00+01:00;9322238.0;139.31;0.89;123.97922
2025-03-13T17:00:00+01:00;10876111.0;138.54;0.8288;114.827569
2025-03-13T18:00:00+01:00;11225514.0;221.63;0.8151;180.650402
2025-03-13T19:00:00+01:00;12079465.0;285.14;0.7815;222.841024
2025-03-13T20:00:00+01:00;12589399.0;270.32;0.7615;205.837727
2025-03-13T21:00:00+01:00;12923928.0;242.89;0.7483;181.755305
2025-03-13T22:00:00+01:00;12366039.0;152.55;0.7702;117.500707
2025-03-13T23:00:00+01:00;12323951.0;129.29;0.7719;99.798842
2025-03-14T00:00:00+01:00;11780136.0;90.38;0.7933;71.697242
2025-03-14T01:00:00+01:00;10944758.0;77.54;0.8261;64.058955
2025-03-14T02:00:00+01:00;10396310.0;75.83;0.8477;64.28188
2025-03-14T03:00:00+01:00;9621609.0;75.05;0.8782;65.907277
2025-03-14T04:00:00+01:00;9455015.0;77.57;0.8847;68.628516
2025-03-14T05:00:00+01:00;9116715.0;83.26;0.898;74.770391
2025-03-14T06:00:00+01:00;8476771.0;106.45;0.9232;98.27496
2025-03-14T07:00:00+01:00;8753416.0;141.85;0.9123;129.413014
2025-03-14T08:00:00+01:00;8254455.0;167.92;0.9319;156.492434
2025-03-14T09:00:00+01:00;7874437.0;127.41;0.9469;120.643498
2025-03-14T10:00:00+01:00;8045870.0;162.9;0.9401;153.150387
2025-03-14T11:00:00+01:00;7604605.0;147.47;0.9575;141.203115
2025-03-14T12:00:00+01:00;7324281.0;146.69;0.9685;142.073478
2025-03-14T13:00:00+01:00;7574236.0;137.95;0.9587;132.252439
2025-03-14T14:00:00+01:00;7456242.0;57.42;0.9633;55.314919
2025-03-14T15:00:00+01:00;8255520.0;57.21;0.9319;53.314255
2025-03-14T16:00:00+01:00;8740231.0;69.09;0.9128;63.068221
2025-03-14T17:00:00+01:00;8406159.0;95.92;0.926;88.820009
2025-03-14T18:00:00+01:00;9092199.0;216.95;0.899;195.037864
2025-03-14T19:00:00+01:00;9364190.0;276.44;0.8883;245.562244
2025-03-14T20:00:00+01:00;9098181.0;270.48;0.8988;243.097654
2025-03-14T21:00:00+01:00;8895934.0;248.68;0.9067;225.482621
2025-03-14T22:00:00+01:00;8522209.0;176.47;0.9214;162.602282
2025-03-14T23:00:00+01:00;8273593.0;171.65;0.9312;159.839398
2025-03-15T00:00:00+01:00;7932348.0;133.18;0.9446;125.80374
2025-03-15T01:00:00+01:00;7619776.0;119.47;0.9569;114.32172
2025-03-15T02:00:00+01:00;7454982.0;111.01;0.9634;106.945751
2025-03-15T03:00:00+01:00;7277581.0;98.39;0.9704;95.474248
2025-03-15T04:00:00+01:00;7102549.0;93.36;0.9772;91.235977
2025-03-15T05:00:00+01:00;6776879.0;93.29;0.9901;92.362439
2025-03-15T06:00:00+01:00;7073588.0;97.45;0.9784;95.343921
2025-03-15T07:00:00+01:00;7088178.0;104.89;0.9778;102.562942
2025-03-15T08:00:00+01:00;6468412.0;76.54;1.0022;76.707529
2025-03-15T09:00:00+01:00;4630892.0;32.04;1.0745;34.42556
2025-03-15T10:00:00+01:00;4590548.0;26.54;1.076;28.558164
2025-03-15T11:00:00+01:00;4555122.0;27.66;1.0774;29.801869
2025-03-15T12:00:00+01:00;4578954.0;27.59;1.0765;29.700589
2025-03-15T13:00:00+01:00;4963098.0;27.55;1.0614;29.241309
2025-03-15T14:00:00+01:00;5282970.0;27.84;1.0488;29.198883
2025-03-15T15:00:00+01:00;6027334.0;28.62;1.0195;29.179112
2025-03-15T16:00:00+01:00;6539843.0;29.05;0.9994;29.031974
2025-03-15T17:00:00+01:00;7056805.0;67.46;0.979;66.046589
2025-03-15T18:00:00+01:00;5453480.0;133.34;1.0421;138.954219
2025-03-15T19:00:00+01:00;5089582.0;186.88;1.0564;197.423041
2025-03-15T20:00:00+01:00;4998509.0;171.45;1.06;181.736634
2025-03-15T21:00:00+01:00;4865951.0;158.97;1.0652;169.336621
2025-03-15T22:00:00+01:00;4607715.0;156.59;1.0754;168.391752
2025-03-15T23:00:00+01:00;4520772.0;146.16;1.0788;157.675442
2025-03-16T00:00:00+01:00;4554419.0;131.8;1.0775;142.009658
2025-03-16T01:00:00+01:00;4499390.0;120.79;1.0796;130.408202
2025-03-16T02:00:00+01:00;4388295.0;118.33;1.084;128.269326
2025-03-16T03:00:00+01:00;4417302.0;120.66;1.0829;130.657389
2025-03-16T04:00:00+01:00;4184699.0;119.09;1.092;130.046733
2025-03-16T05:00:00+01:00;4020059.0;121.05;1.0985;132.970864
2025-03-16T06:00:00+01:00;3816362.0;120.05;1.1065;132.834118
2025-03-16T07:00:00+01:00;3502121.0;122.05;1.1188;136.555469
2025-03-16T08:00:00+01:00;2986045.0;121.35;1.1391;138.235255
2025-03-16T09:00:00+01:00;2985826.0;87.98;1.1392;100.222741
2025-03-16T10:00:00+01:00;3051533.0;60.75;1.1366;69.046599
2025-03-16T11:00:00+01:00;3384217.0;38.04;1.1235;42.737391
2025-03-16T12:00:00+01:00;3768258.0;36.42;1.1084;40.367265
2025-03-16T13:00:00+01:00;3812868.0;37.32;1.1066;41.299333
2025-03-16T14:00:00+01:00;4503691.0;36.13;1.0795;39.000829
2025-03-16T15:00:00+01:00;4416288.0;33.69;1.0829;36.482758
2025-03-16T16:00:00+01:00;4532279.0;65.56;1.0783;70.695577
2025-03-16T17:00:00+01:00;5019359.0;88.11;1.0592;93.324162
2025-03-16T18:00:00+01:00;4465206.0;128.69;1.081;139.110271
2025-03-16T19:00:00+01:00;4178005.0;190.69;1.0923;208.284407
2025-03-16T20:00:00+01:00;4059911.0;179.15;1.0969;196.5117
2025-03-16T21:00:00+01:00;3785569.0;160.44;1.1077;177.719547
2025-03-16T22:00:00+01:00;3703126.0;154.84;1.1109;172.018468
2025-03-16T23:00:00+01:00;3638499.0;136.83;1.1135;152.358157
2025-03-17T00:00:00+01:00;3750507.0;121.65;1.1091;134.919573
2025-03-17T01:00:00+01:00;3812945.0;111.37;1.1066;123.244752
2025-03-17T02:00:00+01:00;3669194.0;116.17;1.1123;129.213317
2025-03-17T03:00:00+01:00;3582127.0;113.76;1.1157;126.922266
2025-03-17T04:00:00+01:00;3854535.0;113.62;1.105;125.548811
2025-03-17T05:00:00+01:00;4118371.0;110.68;1.0946;121.151698
2025-03-17T06:00:00+01:00;4600280.0;119.49;1.0757;128.530568
2025-03-17T07:00:00+01:00;5093552.0;176.92;1.0563;186.873513
2025-03-17T08:00:00+01:00;5173263.0;206.4;1.0531;217.365011
2025-03-17T09:00:00+01:00;5040158.0;154.82;1.0584;163.855276
2025-03-17T10:00:00+01:00;5023102.0;202.27;1.059;214.210132
2025-03-17T11:00:00+01:00;5346964.0;187.31;1.0463;195.981264
2025-03-17T12:00:00+01:00;5291203.0;172.96;1.0485;181.346251
2025-03-17T13:00:00+01:00;6371941.0;160.86;1.006;161.822399
2025-03-17T14:00:00+01:00;7041492.0;96.54;0.9797;94.575449
2025-03-17T15:00:00+01:00;6842199.0;112.86;0.9875;111.447928
2025-03-17T16:00:00+01:00;6947636.0;123.5;0.9833;121.442689
2025-03-17T17:00:00+01:00;6808999.0;137.32;0.9888;135.781191
2025-03-17T18:00:00+01:00;7333807.0;238.9;0.9682;231.292009
2025-03-17T19:00:00+01:00;7681717.0;303.53;0.9545;289.710673
2025-03-17T20:00:00+01:00;8288070.0;269.17;0.9306;250.496153
2025-03-17T21:00:00+01:00;8438531.0;233.78;0.9247;216.177986
2025-03-17T22:00:00+01:00;8386889.0;162.82;0.9267;150.89147
2025-03-17T23:00:00+01:00;8801453.0;132.45;0.9104;120.58695
2025-03-18T00:00:00+01:00;9083720.0;114.75;0.8993;103.198417
2025-03-18T01:00:00+01:00;9441655.0;81.12;0.8853;71.811931
2025-03-18T02:00:00+01:00;9703911.0;82.53;0.8749;72.208916
2025-03-18T03:00:00+01:00;9606493.0;82.91;0.8788;72.859047
2025-03-18T04:00:00+01:00;9340639.0;82.76;0.8892;73.59254
2025-03-18T05:00:00+01:00;9126471.0;77.81;0.8977;69.846246
2025-03-18T06:00:00+01:00;9223112.0;95.7;0.8939;85.541496
2025-03-18T07:00:00+01:00;9278463.0;121.81;0.8917;108.614768
2025-03-18T08:00:00+01:00;8940967.0;166.33;0.9049;150.519813
2025-03-18T09:00:00+01:00;8649451.0;137.95;0.9164;126.419003
2025-03-18T10:00:00+01:00;8402042.0;162.1;0.9261;150.127616
2025-03-18T11:00:00+01:00;9422759.0;131.75;0.886;116.73033
2025-03-18T12:00:00+01:00;9990404.0;140.83;0.8637;121.631221
2025-03-18T13:00:00+01:00;10114835.0;119.87;0.8588;102.942006
2025-03-18T14:00:00+01:00;10738280.0;55.85;0.8343;46.59349
2025-03-18T15:00:00+01:00;11800598.0;82.82;0.7925;65.633347
2025-03-18T16:00:00+01:00;11987633.0;96.62;0.7851;75.858878
2025-03-18T17:00:00+01:00;11165254.0;104.03;0.8175;85.041298
2025-03-18T18:00:00+01:00;10571731.0;206.56;0.8408;173.677994
2025-03-18T19:00:00+01:00;11165381.0;295.62;0.8175;241.658704
2025-03-18T20:00:00+01:00;10375589.0;278.89;0.8485;236.645229
2025-03-18T21:00:00+01:00;9542909.0;243.06;0.8813;214.202311
2025-03-18T22:00:00+01:00;9441325.0;161.79;0.8853;143.227597
2025-03-18T23:00:00+01:00;8798493.0;149.7;0.9106;136.309359
2025-03-19T00:00:00+01:00;8576346.0;104.57;0.9193;96.129828
2025-03-19T01:00:00+01:00;8669380.0;102.15;0.9156;93.531399
2025-03-19T02:00:00+01:00;8335759.0;97.21;0.9287;90.283671
2025-03-19T03:00:00+01:00;8526681.0;88.13;0.9212;81.188892
2025-03-19T04:00:00+01:00;8595264.0;89.42;0.9185;82.136102
2025-03-19T05:00:00+01:00;8740004.0;88.78;0.9129;81.042863
2025-03-19T06:00:00+01:00;9080226.0;124.21;0.8995;111.723172
2025-03-19T07:00:00+01:00;10668825.0;173.69;0.837;145.377278
2025-03-19T08:00:00+01:00;10267594.0;111.37;0.8528;94.973286
2025-03-19T09:00:00+01:00;10569893.0;91.77;0.8409;77.167892
2025-03-19T10:00:00+01:00;10486029.0;141.14;0.8442;119.147832
2025-03-19T11:00:00+01:00;9154760.0;136.12;0.8965;122.03685
2025-03-19T12:00:00+01:00;8956976.0;135.86;0.9043;122.860543
2025-03-19T13:00:00+01:00;8789522.0;133.24;0.9109;121.368713
2025-03-19T14:00:00+01:00;8372199.0;69.74;0.9273;64.670995
2025-03-19T15:00:00+01:00;9674810.0;70.58;0.8761;61.834144
2025-03-19T16:00:00+01:00;11067115.0;71.47;0.8213;58.700358
2025-03-19T17:00:00+01:00;12863516.0;80.54;0.7507;60.459676
2025-03-19T18:00:00+01:00;15227589.0;171.2;0.7;119.84
2025-03-19T19:00:00+01:00;15756338.0;174.18;0.7;121.926
2025-03-19T20:00:00+01:00;16772620.0;192.29;0.7;134.603
2025-03-19T21:00:00+01:00;17202589.0;175.76;0.7;123.032
2025-03-19T22:00:00+01:00;16752297.0;105.57;0.7;73.899
2025-03-19T23:00:00+01:00;17263405.0;89.4;0.7;62.58
2025-03-20T00:00:00+01:00;17838750.0;53.31;0.7;37.317
2025-03-20T01:00:00+01:00;17585735.0;52.0;0.7;36.4
2025-03-20T02:00:00+01:00;15885081.0;53.35;0.7;37.345
2025-03-20T03:00:00+01:00;14943706.0;50.29;0.7;35.203
2025-03-20T04:00:00+01:00;14943517.0;50.32;0.7;35.224
2025-03-20T05:00:00+01:00;15691778.0;49.48;0.7;34.636
2025-03-20T06:00:00+01:00;17012985.0;53.06;0.7;37.142
2025-03-20T07:00:00+01:00;18877472.0;52.91;0.7;37.037
2025-03-20T08:00:00+01:00;18591252.0;90.19;0.7;63.133
2025-03-20T09:00:00+01:00;17760316.0;78.62;0.7;55.034
2025-03-20T10:00:00+01:00;15827203.0;140.32;0.7;98.224
2025-03-20T11:00:00+01:00;13365667.0;139.87;0.7309;102.235182
2025-03-20T12:00:00+01:00;12228943.0;136.82;0.7756;106.122474
2025-03-20T13:00:00+01:00;12203472.0;134.62;0.7766;104.550929
2025-03-20T14:00:00+01:00;13739178.0;72.51;0.7162;51.934591
2025-03-20T15:00:00+01:00;14444528.0;76.24;0.7;53.368
2025-03-20T16:00:00+01:00;15149229.0;88.25;0.7;61.775
2025-03-20T17:00:00+01:00;14356867.0;111.07;0.7;77.749
2025-03-20T18:00:00+01:00;14188013.0;210.06;0.7;147.042
2025-03-20T19:00:00+01:00;14711824.0;253.24;0.7;177.268
2025-03-20T20:00:00+01:00;15769324.0;242.41;0.7;169.687
2025-03-20T21:00:00+01:00;15894085.0;207.91;0.7;145.537
2025-03-20T22:00:00+01:00;16130211.0;128.03;0.7;89.621
2025-03-20T23:00:00+01:00;14767083.0;119.59;0.7;83.713
2025-03-21T00:00:00+01:00;14827660.0;70.57;0.7;49.399
2025-03-21T01:00:00+01:00;13811149.0;64.83;0.7134;46.250362
2025-03-21T02:00:00+01:00;12931178.0;67.71;0.748;50.648287
2025-03-21T03:00:00+01:00;12980267.0;64.4;0.7461;48.048017
2025-03-21T04:00:00+01:00;12908219.0;64.19;0.7489;48.073224
2025-03-21T05:00:00+01:00;13820528.0;62.61;0.713;44.643498
2025-03-21T06:00:00+01:00;15353936.0;65.66;0.7;45.962
2025-03-21T07:00:00+01:00;15523116.0;73.22;0.7;51.254
2025-03-21T08:00:00+01:00;16217244.0;92.34;0.7;64.638
2025-03-21T09:00:00+01:00;14894909.0;82.71;0.7;57.897
2025-03-21T10:00:00+01:00;13962895.0;148.02;0.7074;104.715555
2025-03-21T11:00:00+01:00;13953637.0;145.93;0.7078;103.290135
2025-03-21T12:00:00+01:00;14006906.0;145.57;0.7057;102.730357
2025-03-21T13:00:00+01:00;13987550.0;142.88;0.7065;100.940761
2025-03-21T14:00:00+01:00;13688564.0;78.3;0.7182;56.237484
2025-03-21T15:00:00+01:00;14329842.0;80.26;0.7;56.182
2025-03-21T16:00:00+01:00;14999607.0;80.58;0.7;56.406
2025-03-21T17:00:00+01:00;16952322.0;83.37;0.7;58.359
2025-03-21T18:00:00+01:00;15975552.0;155.98;0.7;109.186
2025-03-21T19:00:00+01:00;15362564.0;182.91;0.7;128.037
2025-03-21T20:00:00+01:00;14660535.0;185.97;0.7;130.179
2025-03-21T21:00:00+01:00;14332841.0;180.56;0.7;126.392
2025-03-21T22:00:00+01:00;14173498.0;110.5;0.7;77.35
2025-03-21T23:00:00+01:00;13926468.0;96.93;0.7089;68.71121
2025-03-22T00:00:00+01:00;13106964.0;62.07;0.7411;46.000352
2025-03-22T01:00:00+01:00;12308709.0;64.02;0.7725;49.45536
2025-03-22T02:00:00+01:00;11252511.0;62.94;0.814;51.235507
2025-03-22T03:00:00+01:00;10666210.0;59.87;0.8371;50.116916
2025-03-22T04:00:00+01:00;10657911.0;61.01;0.8374;51.091118
2025-03-22T05:00:00+01:00;10890659.0;61.43;0.8283;50.880527
2025-03-22T06:00:00+01:00;10726098.0;59.86;0.8347;49.967556
2025-03-22T07:00:00+01:00;10732262.0;55.77;0.8345;46.539949
2025-03-22T08:00:00+01:00;10006617.0;54.1;0.863;46.690272
2025-03-22T09:00:00+01:00;9878736.0;50.38;0.8681;43.733156
2025-03-22T10:00:00+01:00;10008302.0;50.38;0.863;43.476438
2025-03-22T11:00:00+01:00;9506750.0;51.61;0.8827;45.555913
2025-03-22T12:00:00+01:00;9595924.0;51.14;0.8792;44.961694
2025-03-22T13:00:00+01:00;9355323.0;50.92;0.8887;45.250102
2025-03-22T14:00:00+01:00;9102021.0;51.18;0.8986;45.991006
2025-03-22T15:00:00+01:00;8665084.0;50.82;0.9158;46.5408
2025-03-22T16:00:00+01:00;8651293.0;51.34;0.9163;47.044861
2025-03-22T17:00:00+01:00;9021460.0;51.67;0.9018;46.595035
2025-03-22T18:00:00+01:00;10634692.0;60.48;0.8383;50.702513
2025-03-22T19:00:00+01:00;10129246.0;92.54;0.8582;79.419089
2025-03-22T20:00:00+01:00;10277750.0;134.63;0.8524;114.755003
2025-03-22T21:00:00+01:00;10184730.0;110.32;0.856;94.437398
2025-03-22T22:00:00+01:00;9510283.0;101.17;0.8826;89.288243
2025-03-22T23:00:00+01:00;9397712.0;90.47;0.887;80.245422
2025-03-23T00:00:00+01:00;9130498.0;93.88;0.8975;84.256634
2025-03-23T01:00:00+01:00;9106288.0;91.69;0.8984;82.378426
2025-03-23T02:00:00+01:00;9082244.0;82.29;0.8994;74.010857
2025-03-23T03:00:00+01:00;9366240.0;74.62;0.8882;66.27909
2025-03-23T04:00:00+01:00;9359018.0;74.03;0.8885;65.776066
2025-03-23T05:00:00+01:00;9474854.0;73.62;0.8839;65.076391
2025-03-23T06:00:00+01:00;9238763.0;74.98;0.8932;66.97476
2025-03-23T07:00:00+01:00;8864697.0;79.91;0.9079;72.554001
2025-03-23T08:00:00+01:00;7540533.0;99.74;0.96;95.752779
2025-03-23T09:00:00+01:00;6462079.0;70.34;1.0024;70.511478
2025-03-23T10:00:00+01:00;5772272.0;43.16;1.0296;44.436108
2025-03-23T11:00:00+01:00;5253398.0;41.99;1.05;44.088386
2025-03-23T12:00:00+01:00;4812604.0;41.21;1.0673;43.983814
2025-03-23T13:00:00+01:00;4701366.0;41.27;1.0717;44.228401
2025-03-23T14:00:00+01:00;4922733.0;41.28;1.063;43.879733
2025-03-23T15:00:00+01:00;4871239.0;42.39;1.065;45.145486
2025-03-23T16:00:00+01:00;4861950.0;43.72;1.0654;46.577912
2025-03-23T17:00:00+01:00;4984647.0;72.49;1.0605;76.878765
2025-03-23T18:00:00+01:00;5121602.0;108.35;1.0552;114.32624
2025-03-23T19:00:00+01:00;5646396.0;165.54;1.0345;171.254017
2025-03-23T20:00:00+01:00;6296175.0;186.69;1.009;188.363227
2025-03-23T21:00:00+01:00;6729445.0;171.47;0.9919;170.084991
2025-03-23T22:00:00+01:00;6841378.0;157.88;0.9875;155.909749
2025-03-23T23:00:00+01:00;6416944.0;118.1;1.0042;118.597547
2025-03-24T00:00:00+01:00;7056208.0;110.26;0.9791;107.952438
2025-03-24T01:00:00+01:00;7295512.0;98.15;0.9697;95.172145
2025-03-24T02:00:00+01:00;7140479.0;91.21;0.9758;88.998831
2025-03-24T03:00:00+01:00;7033115.0;90.22;0.98;88.413782
2025-03-24T04:00:00+01:00;7109978.0;90.78;0.977;88.688151
2025-03-24T05:00:00+01:00;7203542.0;86.93;0.9733;84.606988
2025-03-24T06:00:00+01:00;6691095.0;100.45;0.9934;99.790142
2025-03-24T07:00:00+01:00;7134124.0;128.5;0.976;125.41694
2025-03-24T08:00:00+01:00;5996248.0;117.27;1.0208;119.704323
2025-03-24T09:00:00+01:00;5266618.0;83.86;1.0495;88.007174
2025-03-24T10:00:00+01:00;4968815.0;129.43;1.0612;137.346675
2025-03-24T11:00:00+01:00;4600063.0;124.3;1.0757;133.705552
2025-03-24T12:00:00+01:00;4665687.0;124.04;1.0731;133.105744
2025-03-24T13:00:00+01:00;5163936.0;123.3;1.0535;129.895548
2025-03-24T14:00:00+01:00;5533697.0;59.87;1.0389;62.20192
2025-03-24T15:00:00+01:00;6333674.0;60.85;1.0075;61.305634
2025-03-24T16:00:00+01:00;6937174.0;66.93;0.9838;65.842593
2025-03-24T17:00:00+01:00;7536489.0;110.22;0.9602;105.831359
2025-03-24T18:00:00+01:00;7302367.0;213.24;0.9694;206.712845
2025-03-24T19:00:00+01:00;8161653.0;336.86;0.9356;315.164912
2025-03-24T20:00:00+01:00;8509955.0;308.98;0.9219;284.848023
2025-03-24T21:00:00+01:00;7983487.0;265.91;0.9426;250.647599
2025-03-24T22:00:00+01:00;7763198.0;186.73;0.9513;177.630044
