grid_energy,battery_soc,renewable_energy,renewable_share,consumer_cost,solar_revenue,wind_revenue,solar_strategy,wind_strategy,mode
152560.49,17.51,423240.59,73.5,74763.0,28414.05,21950.2,honest,honest,competitive
